,Acanthonotozoma.inflatum,Acanthonotozoma.rusanovae,Acanthostepheia.behringiensis,Acanthostepheia.malmgreni,Actinaria,Adalaria.sp.,Admete.solida,Admete.sp..,Admete.viridula,Alcyonidium.disciforme,Alcyonidium.gelatinosum,Allantactis.parasitica,Amicula.vestita,Amphipoda,Amphiura.sundevalli,Anomalisipho.martensi,Anomalisipho.verkruezeni,Anonyx.sp.,Anthosactis.janmayeni,Arcteobia.anticostiensis,Arctolembos.arcticus,Arctonoe.vittata,Argis.sp.,Ariadnaria.borealis,Arrhis.luthkei,Arrhis.phyllonyx,Ascidia.callosa,Ascidiacea,Asterias.amurensis,Atylus.bruggeni,Atylus.carinatus,Atylus.smitti,Aulacofusus.brevicauda,Balanus.sp.,Bathypolypus.sp..,Beringius.stimpsoni,Boltenia.echinata,Boltenia.ovifera,Boreoscala.greenlandica,Boreotrophon.clathratus,Boreotrophon.cymatus,Boreotrophon.sp..,Boreotrophon.truncatus,Brachiopoda,Bryozoa,Buccinum.angulosum,Buccinum.ciliatum,Buccinum.glaciale,Buccinum.plectrum,Buccinum.polare,Buccinum.scalariforme,Buccinum.solenum,Buccinum.sp..,Buccinum.tenellum,Bylgides.promamme,Bylgides.sarsii,Bylgides.sp.,Calycidoris.guentheri,Caprella,Ceradocus.torelli,Cerianthus.lloydi,Chelyosoma.macleayanum,Chionoecetes.opilio,Chlamys.behringiana,Clinocardium.ciliatum,Colus.sabini,Colus.sp..,Corella.willmeriana,Coryphella.sp..,Crangon.dalli,Crepidula.sp..,Crossaster.papposus,Cryptonatica.affinis,Ctenodiscus.crispatus,Curtitoma.decussata,Curtitoma.incisula,Curtitoma.novajasemljensis,Curtitoma.sp..,Curtitoma.violacea,Cylichna.alba,Cylinchnoides.occultus,Dendrobeania.sp..,Dendrodoa.sp..,Dendronotus.sp.,Diaphana.hiemalis,Diastylis.alaskensis,Diastylis.goodsiri.scorpioides,Diastylis.sp.,Diastylis.spinulosa,Didemnum.albidum,Distaplia.alaskensis,Distaplia.occidentalis,Dulichia.spinosissima,Echinarachnius.parma,Edwardsia.sp..,Ericthonius.sp.,Eteone.spetsbergensis,Eualus.sp..,Eucratea.loricata,Eudistoma.parvum,Eugyra.sp..,Eunicidae,Eunoe.depressa,Eunoe.nodosa,Eunoe.oerstedi,Eunoe.sp.,Euphrosinidae,Eupyrgus.scaber,Eusirus.cuspidatus,Euspira.pallida,Evasterias.echinosoma,Flabelligera.mastigophora,Flabellina.sp..,Florometra,Gammaridae,Gastropoda,Gattyana.amondseni,Gattyana.ciliata,Gattyana.cirrhosa,Gattyana.sp.,Gaudichaudius.iphionelloides,Gersemia.rubiformis,Gorgonocephalus.sp.,Granotoma.albrechti,Halichondria.sp.,Haliclona.sp.,Halirages.nilssoni,Haliclystus.,Halocynthia.aurantium,Harmothoe.extenuata,Harmothoe.imbricata,Harmothoe.sp.,Henricia.sanguinolenta,Henricia.sp.,Henricia.tumida,Heteropora.sp.,Hexactinellida,Hiatella.arctica,Hippomedon.rylovi,Hippomedon.sp.,Holothuroidea,Hormathia.nodosa,Hyas.coarctatus,Hydrozoa,Ischyrocerus.latipes,Ischyrocerus.sp..,Isopoda,Labidochirus.splendescens,Lacuna.crassior,Lafoeina.maxima,Latisipho.hypolispus,Lebbeus.groenlandicus,Lebbeus.polaris,Lepeta.caeca,Lepeta.sp.,Leptasterias.arctica,Leptasterias.groenlandica,Leptasterias.polaris,Leptasterias.sp..,Lethasterias.nanimensis,Limneria.undata,Lumbrineridae,Maera.danae,Maera.prionochira,Margarites.costalis,Margarites.groenlandicus,Margarites.helicinus,Margarites.sp.,Melaenis.loveni,Melita.dentata,Melita.sp..,Melphidippa.sp.,Metopa.spitzbergensis,Metridium.sp..,Mohnia.sp..,Molgula.griffithsii,Molgula.retortiformis.,Molgula.sp..,Monoculodes.diamesus,Munnopsidae,Munnopsis.typica,Musculus.glacialis,Musculus.niger,Musculus.sp..,Myriotrochus.rinkii,Naticidae,Nemertea,Nemidia.microlepida,Neocrangon.communis,Neohela.monstrosa,Neoiphinoe.coronata,Neoiphinoe.kroyeri,Neopleustes.pulchellus.var..euacanthus,Nephtys.longosetosa,Nepthys.ciliata,Nepthys.sp.,Neptunea.communis,Neptunea.heros,Neptunea.sp.,Nereis.sp.,Nodulotrophon.coronatus,Nothria.conchylega,Obesotoma.japonica,Obesotoma.sp..,Obesotoma.tenuilirata,Ocnus.glacialis,Oenopota.bicarinata,Oenopota.declivis.,Oenopota.elegans,Oenopota.harpa,Oenopota.impressa,Oenopota.pyramidalis,Oenopota.sp..,Onchidiopsis.sp.,Ophiacantha.bidentata,Ophiocten.sericeum,Ophiopholis.aculeata,Ophiopleura.borealis,Ophiura.robusta,Ophiura.sarsii,Ophiuroidea,Opisthobranchia,Orchomene.pinguis,Orchomene.sp..,Orchomenella.minuta,Pagurus.capillatus,Pagurus.rathbuni,Pagurus.sp.,Pagurus.trigonocheirus,Pandalina.sp..,Pandalus.borealis,Pandalus.goniurus,Pandora.glacialis,Pannychia.moseleyi,Paramphithoe.cuspidata,Paramphithoe.polyacantha,Paroediceros.lynceus,Paroediceros.propinquus,Pelonaia.corrugata,Philine.sp..,Photis.sp..,Phyllodoce.groenlandica,Phyllodocidae,Platyhelminthes,Pleustes.cataphractus,Pleustes.panopla,Plicifusus.kroeyeri,Plicifusus.sp..,Polymastia.sp.,Polynoidae,Pontoporeia.femorata,Porifera,Propebela.arctica,Propebela.nobilis,Propebela.sp..,Protomedeia.grandimana,Protomedia.sp.,Pseudoliomesus.ooides,Psolus.peronii,Psolus.phantapus,Pteraster.jordani,Pteraster.militaris,Pteraster.obscurus,Pteraster.sp..,Pycnogonidae,Pyrulofusus.deformis,Quasimelita.formosa,Quasimelita.quadrispinosa,Retifusus.sp..,Rhachotropis.aculeata,Rhachotropis.oculata,Rhegaster.tumidus,Rozinante.fragilis,Sabinea.septemcarinata,Saduria.entomon,Saduria.sabini,Saduria.sibirica,Sclerocrangon.boreas,Scoletoma.fragilis,Scoletoma.sp..,Semisuberites.cribrosa,Serripes.groenlandicus,Serripes.sp..,Sertularia.sp...Thuiaria.sp.,Similipecten.greenlandicus,Socarnes.bidenticulatus,Solariella.obscura,Solaster.sp.,Spinther.sp..,Spirontocaris.sp.,Stegocephalus.ampulla,Stegocephalus.inflatus,Stegocephalus.sp.,Stegophiura.nodosa,Stenosemus.albus,Stomphia.sp.,Strongylocentrotus.pallidus,Styela.rustica,Styela.sp.,Suberites.sp..,Syllis.armillaris,Synidotea.bicuspida,Synidotea.sp.,Syrrhoe.crenulata,Tachyrhynchus.erosus,Tachyrhynchus.sp..,Tanaidacea,Tecticeps.sp..,Telmessus.cheiragonus,Tmetonyx.cicada,Trichotropis.sp..,Triopha,Tritonia.sp.,Tubularia.sp.,Unciola.leucopsis,Urasterias.lincki,Urticina.sp.,Velutina.coriacea,Velutina.laevigata,Velutina.sp.,Velutina.velutina,Volutopsius.sp..,Vulcanella.sp...,Weyprechtia.heuglini,Weyprechtia.pinguis,Zoanthidea
ML4-10,0,0,259.33,0,3.14,0,0,0,1.57,0,0,0,0,0,0,0,0,187.03,0,0.79,0,0,47.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,323.77,0,0,0,0,0,0,0,0,0,31.43,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,56.58,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744.56,47.15,0,0,0,29.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,26.72,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,3.14,0,0,0,15.72,0,0,28.29,0,0,0,0,0,0,0,0,0,17.29,0,0,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0.31,0,0.47,0,0,0,0,0,0,0,0,28.29,0,0,0,0,0,0,0,0,0,1.57,0,42.44,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4-11,0,0,0,0,3.19,0,3.19,0,11.78,324.88,0,0,0,0,0,0,0,22.3,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.92,6.37,22.3,0,0,0,0,0,0,0,0,0,0,576.5,0,0,0,0,0,0,0,0,0,76.44,0,0,0,0,0,0,1.59,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,25.48,47.78,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,6.37,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.14,0,0,0,0,57.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56,0,12.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834.62,0,6.37,0,0,0,3.19,0,0,0,0,0,28.67,0,0,0,19.11,0,0,0,0,0,0,0,0,0,1.59,0,5.41,0,0,0,0,0,0,783.53,0,0,0,0,0,149.7,6.37,0,105.11,0,0,0,0,0,0,0,0,0,6.37,0,0,9.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,0,0,0,0,0,0,0,0,70.07,0,0,0,0,0,0,0,0,0,0,0,321.7,0,0,0,0,0,0,0,0,0,0,9.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4-12,0,0,3.83,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,10.73,0,0,16.86,0,26.06,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,157.9,0,0,0,0,0,0,1.53,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.99,15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,19.93,0,0,0,15.33,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,1.53,0,0,1.53,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257.09,0,0,0,0.77,0,35.26,0,0,15.33,0,0,0,0,0,0,0,1.53,0,0,0,0,6.13,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,3.07,7.665205,0,1.53,0,0,15.33,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4-13,0,0,0,0,0,1.59,0,0.8,0,0,0,0,0,0,0,0,0,3.18,0,0.03,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,0,0.4,0,0,0,0,0,0,498.35,0,0,0,0,0,0,0.8,0,0,31.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.33,52.54,0,0,0,0,0,0,0,0,0,0,23.88,0,3.18,0,0,0,0,0.64,6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,19.11,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,1620.83,0,0,0,0,0,20.7,0,0.8,17.51,0,0,0,0,0,0,0,0,0,0,0,0,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.665205,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,1105.27,0,0,0,0,0,0,1.44,0,0,52.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,5.78,0,0,0,0,4.33,0,0,0,0,0,30.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6216.98,0,0,0,0,0,34.67,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4-2,0,0,0,0,222.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.44,0,0,0,0,248.07,0,7.3,0,0,0,576.39,0,0,0,65.67,0,0,0,0,0,0,333.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,1167.38,0,116.74,0,0,0,0,0,0,0,0,124.03,0,913.84,0,0,0,0,0,0,0,0,0,0,408.58,0,0,6292.9,3173.81,0,0,0,0.91,1.82,0,0,0,0,189.7,0,0,0,0,0,0,218.88,218.88,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,72.96,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,36.48,0,0,0,0,0,0,0,0,0,0,58.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.29,0,0,0,0,0,0,2006.43,0,0,0,0,0,0,0,0,0,0,21.89,0,0,0,0,0,0,0,357.51,0,0,0,0,0,0,0,0,0,0,0,14.59,0,0,0,0,0,445.06,8295.68,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4-5,2.97,0,11.88,0,0,0,0,0,0.74,0,0,0,0,0,0,0,5.49,86.13,0,0,0,0,207.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.58,0,0,0,0,17.82,0,0,0,0,2.97,0,0,0,0,0,0,0,138.1,0,0,0,0,0,0,0,0,71.28,17.82,0,0,0,0,0,0,0,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,8.91,0.74,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,2.97,0,0,0,11.88,0,77.22,0,0,0,0,0,0,867.21,0,0,0,0,0,0,0,29.7,0,35.64,0,0,5.94,0,0,0,0,0,0,0,0,2.97,0,0,5.94,0,0,2150.21,0,29.7,0,11.88,0,0,0,0,0,0,0,0,41.58,0,0,10.39,0,0,0,0,463.3,0,0,0.74,1.48,0,0,1.48,0,0,0,0,0,0,11131.18,0,0,0,0,0,41.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7,0,5.94,0,0,0,0,0,0,0,0,0.74,0.74,0,0,0,0,0,0,0,0,89.1,0,11.88,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4-6,0,0,0,0,0,0,0,0,10.79,0,0,0,0,0,0,28.57,9.52,31.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.23,6.35,0,3.17,0,0,0,0,12.7,0,0,0,0,676.15,0,0,0,8.25,0,0,0,0,0,95.23,0,0,6.35,0,0,0,3.17,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,6.35,0,0,0,0,12.7,0,0.32,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,38.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0,417.43,0,0,0,0,0,0,0,69.84,0,222.21,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,0,2837.12,0,0,0,0,0,101.58,0,0,0,0,0,0,0,46.03,0,36.51,0,0,0,4.44,107.93,0,0,3.81,0,0.63,0,6.35,0,0,0,0,0,0,10039.03,0,0,0,0,0,590.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.63,0,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,57.14,0,0,0,0,0,0,0,53.96,0,0,0,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.23,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4-7,0,0,0,0,0,0,0,0,108.14,0,0,0,0,0,0,7.67,88.48,29.49,0,0,0,0,71.57,6.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.84,127.8,42.17,0,0,0,0,0,0,0,0,0,0,213.43,0,0,0,0,0,0,0,0,0,29.39,0,0,0,0,0,0,39.32,68.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.61,0,0,0,0,0,39.32,0,0,0,0,0,4.92,0,0,0,0,0,0,0,61.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.8,0,0,0,0,0,0,0,0,253.05,0,0,0,0,0,0,0,98.31,0,68.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.31,0,0,186.79,0,58.99,0,0,0,19.66,0,0,0,0,0,0,2.56,0,0,58.79,0,0,0,0,0,0,9.83,0,0,0,0,9.83,0,0,170.4,0,0,0,15187.2,0,0,0,0,0,678.34,0,0,0,0,0,0,0,0,0,0,0,0,9.83,0,0,4.92,0,0,0,0,0,0,0,0,0,0,5.9,68.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,0,137.63,0,0,0,0,0,0,0,0,0,0,0,9.83,0,0,0,0,0,0,0,0,0,0,347.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4-8,0,0,4.67,0,0,0,0,0,9.33,0,0,0,0,0,0,0,0,18.66,0,0,0,0,0,37.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,32.66,4.67,0,0,0,3.27,0.61,0,0,0,0,0,0,280.23,0,0,0,0,0,0,0,0,0,83.99,0,0,0,0,0,0,2.33,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.32,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,1.87,0,0,14,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,9.33,0,0,0,0,2.33,0,0,0,275.61,0,0,0,0,0,0,0,28,0,107.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,93.32,0,28,0,0,0,0,0,0,0,0,0,0,0,14,0,60.66,0,0,0,0,139.98,0,0,0,0,0,0,2.33,0,0,0,0,0,0,5109.11,0,0,0,0,0,74.65,0,0,14,0,0,0,0,0,0,0,4.67,0,23.33,0,0,4.67,0,4.67,0,4.62,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,18.48,9.33,0,0,0,0,0,0,0,37.33,0,0,0,0,0,0,0,0,0,2.33,0,4.67,0,0,0,0,0,0,0,0,0,0,4.62,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0
ML4-9,0,0,4.67,0,9.33,0,0,0,35.46,0,0,0,0,0,0,0,0,42,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.67,9.33,0,0.23,0,0,0,0,0,0,0,0,0,1047.14,0,0,0,0.47,0,0,0,0,0,0,12.32,0,4.67,0,0,0,0,2.33,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,0,0,0,0,88.66,0,9.33,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,37.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.33,0,0,70,2.33,18.67,0,0,0,0,0,0,0,0,0,0,0,3.27,0,0,0,4.67,0,0,0,0,0,0,0,3.27,0,7.47,0,0,0,0,0,0,6836.27,0,0,0,0,0,387.31,93.33,0,88.66,0,0,0,4.67,0,0,4.67,0,0,4.67,0,0,9.33,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.86,0,0,0,0,0,0,0,0,84,0,0,0,0,2.33,0,0,0,0,0,0,18.67,0,0,0,0,0,0,0,2.33,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML5-1,0,0,1.56,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,1.56,0,0,0,0,566.7,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,737.95,0,0,0,0,0,0,6.23,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,381.43,3.11,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34,0,0,0,6.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78,0,0,0,0,0,0,0,0,48.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.36,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,6.23,0,0,0,0,0,0,0,169.7,0,0,0,0,0,0,0,0,0,0,0,6.23,0,20.24,0,0,0.78,66.95,0,1.56,0,96.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML5-10,0,0,0,0,0,0,0,0,10.81,17.3,0,0,0,0,0,0,0,10.09,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.97,0,0,0,0,0,0,0,0,0,0,5.77,38.92,0,0,1.15,0,0,0.86,0,0,0,2.88,0,0,209.03,0,0,0,0,0,0,0,0,0,37.48,0,0.72,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.86,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,2.88,0,0,0,14.42,0,0,0,0,0,0,0,0,14.42,0,0,0,0,0,0,0,0.72,0,18.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.09,0,67.76,0,0,0,10.09,0,0,0,0,0,0,0,4.32,0,7.21,0,0,0,0,0,0,0,0,0,2.31,0,2.45,0,0,0,0,0,0,259.49,0,0,0,0,0,27.39,0,8.65,0,0,0,0,0,0,0,0,0,0,4.32,0,0,2.16,0,1.44,0,0,4.32,0,0,0,0,0,0.86,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,93.71,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML5-2,0,0,0,0,0,0,0,0,0,0,30.82,0,136.14,0,0,0,0,0,0,0,0,0,61.65,0,0,0,77.06,0,0,0,0,0,0,25.69,0,0,883.65,359.62,0,0,0,0,0,0,41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.76,3724.67,82.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71,0,0,0,0,0,0,0,0,0,0,0,23.12,61.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.24,0,0,0,0,0,0,629.34,0.13,0,0,0,5.14,0,0,0,0,0,0,0,0,860.53,33.39,0,0,0,100.18,0,0,0,0,2.57,1.28,0,0,0,1071.17,0,0,0,2.57,0,0,61.65,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.96,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,33.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.69,0,0,0,0,0,0,0,0,0,0,0,462.37,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,33.39,0,0,0,7.71,0,0,0,0,0,0,0,10.27,0,1.28,0,1.28,0,539.44,0,950.43,0,0,0,0,1.28,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
