"","species","Lat","Lon","Temp","Sal"
"214","Ankistrodesmus arcuatus",65.80733,22.3745,5.53015899658203,3.92492890357971
"215","Ankistrodesmus arcuatus",65.3371,21.5379,5.59204292297363,3.91875600814819
"216","Ankistrodesmus arcuatus",65.3035,21.6553,5.66230821609497,3.91414499282837
"217","Ankistrodesmus arcuatus",62.65917,17.94033,6.88343381881714,5.09115219116211
"218","Ankistrodesmus arcuatus",62.666,17.87467,6.85806894302368,5.09423923492432
"219","Ankistrodesmus arcuatus",65.3241,21.5055,5.6530909538269,3.92890191078186
"220","Ankistrodesmus arcuatus",65.8027,23.4262,5.66737604141235,3.91278004646301
"221","Ankistrodesmus arcuatus",65.8044,23.4496,5.66737604141235,3.91278004646301
"222","Ankistrodesmus arcuatus",65.7613,23.0407,5.61373281478882,3.93828511238098
"223","Ankistrodesmus arcuatus",65.3141,21.6544,5.66230821609497,3.91414499282837
"224","Ankistrodesmus arcuatus",60.139,18.9025,7.48158502578735,5.54290390014648
"225","Ankistrodesmus arcuatus",62.64183,17.94,6.88343381881714,5.09115219116211
"226","Ankistrodesmus arcuatus",64.70783,22.0675,5.85863399505615,4.25095176696777
"227","Ankistrodesmus arcuatus",63.525,19.80767,6.66263294219971,4.93662405014038
"228","Ankistrodesmus arcuatus",59.43668,18.38648,8.24091529846191,6.04596900939941
"229","Ankistrodesmus arcuatus",59.77823,18.95156,7.79794311523438,5.79779100418091
"230","Ankistrodesmus arcuatus",60.95757,17.16637,7.13103008270264,5.10805606842041
"231","Ankistrodesmus arcuatus",65.73033,22.44767,5.56509876251221,3.92763590812683
"232","Ankistrodesmus arcuatus",63.26733,18.87417,6.82720613479614,5.08948087692261
"233","Ankistrodesmus arcuatus",61.31102,17.09299,7.08792781829834,5.06969499588013
"234","Ankistrodesmus arcuatus",62.87,18.32533,6.87620878219604,5.10276412963867
"235","Ankistrodesmus arcuatus",60.35582,18.27478,7.36923313140869,5.31998109817505
"236","Ankistrodesmus arcuatus",65.8085,22.37517,5.53015899658203,3.92492890357971
"237","Ankistrodesmus arcuatus",65.79233,22.43167,5.54167413711548,3.92583394050598
"238","Ankistrodesmus arcuatus",64.70833,22.0675,5.85863399505615,4.25095176696777
"239","Ankistrodesmus arcuatus",65.7295,22.44667,5.56509876251221,3.92763590812683
"240","Ankistrodesmus arcuatus",63.0675,18.51717,6.86588001251221,5.12656211853027
"241","Ankistrodesmus arcuatus",63.60971,20.32083,6.51175022125244,4.85968685150146
"242","Ankistrodesmus arcuatus",63.28667,18.85083,6.82720613479614,5.08948087692261
"243","Ankistrodesmus arcuatus",63.08433,18.627,6.78738021850586,5.11245679855347
"244","Ankistrodesmus arcuatus",63.09017,18.56283,6.83442115783691,5.11329889297485
"245","Ankistrodesmus arcuatus",63.071,18.5485,6.86588001251221,5.12656211853027
"246","Ankistrodesmus arcuatus",62.87117,18.329,6.87620878219604,5.10276412963867
"247","Ankistrodesmus arcuatus",62.987,17.723,6.69911003112793,5.09841012954712
"248","Ankistrodesmus arcuatus",63.28283,18.85833,6.82720613479614,5.08948087692261
"249","Ankistrodesmus arcuatus",63.2745,18.87417,6.82720613479614,5.08948087692261
"250","Ankistrodesmus arcuatus",62.87283,18.33067,6.87620878219604,5.10276412963867
"251","Ankistrodesmus arcuatus",63.039,18.44667,6.8642110824585,5.12298583984375
"252","Ankistrodesmus arcuatus",62.97395,18.41625,6.85490703582764,5.11898994445801
"253","Ankistrodesmus arcuatus",63.0035,18.2925,6.83320903778076,5.1150689125061
"254","Ankistrodesmus arcuatus",60.53168,17.66273,7.23820114135742,5.2280158996582
"255","Ankistrodesmus arcuatus",63.2285,18.75583,6.8358211517334,5.10189819335938
"256","Ankistrodesmus arcuatus",63.2645,18.87117,6.82720613479614,5.08948087692261
"257","Ankistrodesmus arcuatus",65.63079,22.27467,5.61140918731689,3.92507791519165
"258","Ankistrodesmus arcuatus",65.66078,22.25494,5.61140918731689,3.92507791519165
"259","Ankistrodesmus arcuatus",65.66445,22.25156,5.61140918731689,3.92507791519165
"260","Ankistrodesmus arcuatus",65.66597,22.23952,5.60901403427124,3.92226409912109
"261","Ankistrodesmus arcuatus",60.10985,18.57657,7.40293312072754,5.45923614501953
"262","Ankistrodesmus arcuatus",63.698,20.399,6.40638303756714,4.80235576629639
"263","Ankistrodesmus arcuatus",63.686,20.4055,6.40638303756714,4.80235576629639
"264","Ankistrodesmus arcuatus",64.20733,21.088,5.9610857963562,4.41060400009155
"265","Ankistrodesmus arcuatus",64.20767,21.0875,5.9610857963562,4.41060400009155
"266","Ankistrodesmus arcuatus",58.62708,16.38398,7.96783399581909,6.33511590957642
"267","Ankistrodesmus arcuatus",58.60015,16.40717,7.96783399581909,6.33511590957642
"268","Ankistrodesmus arcuatus",65.69183,22.27617,5.56062889099121,3.91852688789368
"269","Ankistrodesmus arcuatus",65.32583,21.5045,5.6530909538269,3.92890191078186
"270","Ankistrodesmus arcuatus",64.617,21.27583,5.78314113616943,4.25204801559448
"271","Ankistrodesmus arcuatus",65.77933,23.67133,5.66533803939819,3.8443500995636
"272","Ankistrodesmus arcuatus",65.744,23.9195,5.67436408996582,3.79848504066467
"273","Ankistrodesmus arcuatus",63.73817,20.4205,6.39459609985352,4.75452089309692
"274","Ankistrodesmus arcuatus",63.70217,20.33733,6.40638303756714,4.80235576629639
"275","Ankistrodesmus arcuatus",60.29853,18.33802,7.38050603866577,5.3436541557312
"276","Ankistrodesmus arcuatus",65.80483,22.80517,5.56548500061035,3.93819999694824
"277","Ankistrodesmus arcuatus",65.8885,22.673,5.51953315734863,3.92495393753052
"278","Ankistrodesmus arcuatus",60.2155,18.47713,7.41296195983887,5.37830400466919
"279","Ankistrodesmus arcuatus",60.57623,17.69382,7.26792192459106,5.23117399215698
"280","Ankistrodesmus arcuatus",63.17067,18.64783,6.84044694900513,5.10582876205444
"281","Ankistrodesmus arcuatus",41.13,1.39,18.8937435150146,37.5631370544434
"282","Ankistrodesmus arcuatus",46.586576,31.805741,13.9233379364014,17.5052661895752
"283","Ankistrodesmus arcuatus",46.58802,31.95183,13.9378347396851,17.5066184997559
"284","Ankistrodesmus arcuatus",46.703967,31.944064,13.9217872619629,17.5080223083496
"285","Aphanizomenon flosaquae",52.8,4.65,11.8965606689453,31.7318592071533
"286","Aphanizomenon flosaquae",41.657403,-70.463356,12.0802154541016,31.4422035217285
"287","Aphanizomenon flosaquae",57.21594,18.1521,9.22420597076416,6.67581081390381
"288","Aphanizomenon flosaquae",55.554,18.4006,9.85163593292236,7.0188889503479
"289","Aphanizomenon flosaquae",57.3118,20.0763,9.5422420501709,6.89288377761841
"290","Aphanizomenon flosaquae",57.9979,19.8787,9.33085536956787,6.70491790771484
"291","Aphanizomenon flosaquae",58.5941,18.2364,8.72078609466553,6.38090991973877
"292","Aphanizomenon flosaquae",58.0166,17.9846,9.03248691558838,6.48239803314209
"293","Aphanizomenon flosaquae",57.1172,17.6688,9.17634773254395,6.64646911621094
"294","Aphanizomenon flosaquae",55.2499,15.9843,9.878249168396,7.14237689971924
"295","Aphanizomenon flosaquae",41.591685,-71.278141,12.6587467193604,31.1852073669434
"296","Aphanizomenon flosaquae",60.03699,5.222025,9.75093269348145,32.5716171264648
"297","Aphanizomenon flosaquae",57.312,20.0763,9.5422420501709,6.89288377761841
"298","Aphanizomenon flosaquae",57.9986,19.8776,9.33085536956787,6.70491790771484
"299","Aphanizomenon flosaquae",58.5933,18.2365,8.72078609466553,6.38090991973877
"300","Aphanizomenon flosaquae",58.0169,17.9848,9.03248691558838,6.48239803314209
"301","Aphanizomenon flosaquae",57.1171,17.6686,9.17634773254395,6.64646911621094
"302","Aphanizomenon flosaquae",55.2501,15.9842,9.85429954528809,7.12087821960449
"303","Aphanizomenon flosaquae",62,18,7.05145883560181,5.21145486831665
"304","Aphanizomenon flosaquae",59.52,19.5,8.12867832183838,6.00908994674683
"305","Aphanizomenon flosaquae",57.5,17,8.99011039733887,6.58301591873169
"306","Aphanizomenon flosaquae",57.51,19.14,9.34193897247314,6.6923041343689
"307","Aphanizomenon flosaquae",60.95757,17.16636,7.13103008270264,5.10805606842041
"308","Aphanizomenon flosaquae",60.69692,17.28398,7.18121480941772,5.16506481170654
"309","Aphanizomenon flosaquae",54.350556,19.169167,10.3676481246948,6.84242916107178
"310","Aphanizomenon flosaquae",60.35582,18.27479,7.36923313140869,5.31998109817505
"311","Aphanizomenon flosaquae",52.4,4.55,11.9835929870605,30.9521541595459
"312","Aphanizomenon flosaquae",54.515278,18.551667,10.2327289581299,6.73239803314209
"313","Aphanizomenon flosaquae",54.49,18.98,10.2991285324097,6.82462787628174
"314","Aphanizomenon flosaquae",56.6666,12.1167,10.3889713287354,22.4851684570312
"315","Aphanizomenon flosaquae",41.773731,-71.412429,12.5895376205444,31.1728134155273
"316","Aphanizomenon flosaquae",41.773875,-71.412511,12.5895376205444,31.1728134155273
"317","Aphanizomenon flosaquae",55.4693,15.9565,9.7440710067749,7.08236598968506
"318","Aphanizomenon flosaquae",55.6244,15.4951,9.66170787811279,7.02561378479004
"319","Aphanizomenon flosaquae",61.67,21.19,7.34113216400146,5.48663902282715
"320","Aphanizomenon flosaquae",59.96,21.43,8.21204662322998,5.76374483108521
"321","Aphanizomenon flosaquae",60.07,25.15,8.0028657913208,4.49603796005249
"322","Aphanizomenon flosaquae",41.784586,-71.415882,12.5895376205444,31.1728134155273
"323","Aphanizomenon flosaquae",54.93,17.29,10.0263061523438,7.10771608352661
"324","Aphanizomenon flosaquae",65.69992,23.88068,5.68807601928711,3.83857393264771
"325","Aphanizomenon flosaquae",65.68358,22.40178,5.56287097930908,3.9208710193634
"326","Aphanizomenon flosaquae",58.67112,17.01491,8.47561836242676,6.30913877487183
"327","Aphanizomenon flosaquae",65.6837,22.2785,5.56062889099121,3.91852688789368
"328","Aphanizomenon flosaquae",65.75391,24.11752,5.63342189788818,3.67550206184387
"329","Aphanizomenon flosaquae",55.3858,13.643,9.8454475402832,7.2713451385498
"330","Aphanizomenon flosaquae",55.3471,13.0188,9.89803886413574,7.46592378616333
