Species;Place;Room;Ring;Date_BMR;Slide;IL6;Experiment;FoxBox;Exp;Mix;DPI_BMR;Mass;BMRbasedOnRealRQ;MassSpecificBMR;MeanBMRO2fixRQ;RQ;Channel;FirstMeasurement;Total_erythrocytes;Parasitised_erythrocytes;Parasitemia;DPI_Parasitemia;Date_blood;Temperature;Survival
Passer domesticus;Rybachy;Sparta;KS30675;12.09.2021;659;"22,24";Exp_2;Old;1;SingleLine;17;"27,78";"37,62686618";"2,804079478";"37,62329472";"0,805278809";3;0;0;0;0;18;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30627;12.09.2021;660;"11,14";Exp_1;Old;1;SingleLine;24;"21,45";"29,95345227";"2,858936622";"29,90147544";"0,848999504";7;0;1600;645;"40,3125";25;13.09.2021;norm;No
Passer domesticus;Rybachy;Siskinary;KS30658;12.09.2021;661;"12,55";Exp_1;New;1;SingleLine;24;"26,84";"33,46615902";"2,600501082";"33,49968555";"0,776554667";6;0;13300;8;"0,060150376";25;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30677;12.09.2021;662;"29,77";Exp_1;New;1;SingleLine;24;"27,2";"36,33994178";"2,782573526";"36,36883488";"0,781929962";2;0;14400;2;"0,013888889";25;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30667;12.09.2021;663;"36,26";Exp_1;New;1;SingleLine;24;"24,62";"36,14239909";"3,065148018";"36,18473575";"0,772197802";3;0;11900;6;"0,050420168";25;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30682;12.09.2021;664;"10,68";Exp_1;New;1;SingleLine;24;"24,23";"34,50053771";"2,973780629";"34,54223763";"0,771182869";4;0;100000;1;"0,001";25;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30697;12.09.2021;665;"25,13";Exp_1;New;1;SingleLine;24;"24,94";"31,15811925";"2,594056667";"31,16875901";"0,793795079";7;0;11300;5;"0,044247788";25;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30622;12.09.2021;666;"13,32";Exp_1;New;1;SingleLine;24;"25,19";"30,75999543";"2,550764124";"30,79797265";"0,770508599";5;0;12300;3;"0,024390244";25;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30683;12.09.2021;667;"32,33";Exp_1;New;1;SingleLine;24;"23,03";"32,15574419";"2,897886883";"32,16465981";"0,795478263";8;0;16500;5;"0,03030303";25;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30645;12.09.2021;668;"17,76";Exp_1;Old;1;SingleLine;24;"22,85";"29,72732664";"2,682029663";"29,70603051";"0,821759058";6;0;13600;6;"0,044117647";25;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30679;12.09.2021;669;"18,58";Exp_1;Old;1;SingleLine;24;"25,09";"38,60274709";"3,178524069";"38,58705164";"0,813521636";8;0;13500;4;"0,02962963";25;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30660;13.09.2021;670;"19,37";Exp_1;Old;1;SingleLine;25;"24,61";"34,09104466";"2,857531479";"34,0697748";"0,819338367";8;0;13600;2;"0,014705882";26;14.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30680;13.09.2021;671;"16,69";Exp_1;Old;1;SingleLine;25;"24,65";"33,35569386";"2,77626538";"33,30835484";"0,840623646";7;0;0;0;0;26;14.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30681;13.09.2021;672;"10,78";Exp_1;Old;1;SingleLine;25;"24,34";"33,36987635";"2,823152316";"33,34056181";"0,826215062";6;0;10400;1;"0,009615385";26;14.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30672;13.09.2021;673;"13,69";Exp_1;Old;1;SingleLine;25;"25,66";"35,93396423";"2,888937343";"35,9119557";"0,819092089";5;0;12800;2;"0,015625";26;14.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30669;13.09.2021;674;"13,46";Exp_1;Old;1;SingleLine;25;"26,66";"38,61524064";"2,979523069";"38,57534453";"0,830300853";4;0;12400;2;"0,016129032";26;14.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30640;13.09.2021;675;"12,07";Exp_1;Old;1;SingleLine;25;"26,51";"33,24015263";"2,592593604";"33,23091937";"0,810163171";3;0;11500;3;"0,026086957";26;14.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30676;13.09.2021;676;"10,31";Exp_1;Old;1;SingleLine;25;"28,24";"35,06543729";"2,559908382";"35,04056535";"0,82161535";2;0;21200;1;"0,004716981";26;14.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30673;14.09.2021;677;NA;Cont;New;0;Control;20;"24,8";"43,36310146";"3,6534713";"43,41847716";"0,769397192";4;0;0;0;0;21;15.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30635;14.09.2021;678;"25,8";Cont;New;0;Control;20;"23,9";"31,1680345";"2,724625427";"31,20738864";"0,769768869";5;0;0;0;0;21;15.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30653;14.09.2021;679;NA;Cont;New;0;Control;20;"21,88";"26,6627527";"2,543694416";"26,69286564";"0,77322457";2;0;0;0;0;21;15.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30674;14.09.2021;680;NA;Cont;New;0;Control;20;"26,79";"40,517441";"3,13930194";"40,52934174";"0,795057185";3;0;0;0;0;21;15.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30663;14.09.2021;681;"21,33";Cont;New;0;Control;20;"25,23";"41,83190382";"3,459830872";"41,87709096";"0,774496941";6;0;0;0;0;21;15.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30636;14.09.2021;682;NA;Cont;Old;0;Control;20;"23,89";"34,73233737";"3,009172282";"34,72794097";"0,806135234";4;0;0;0;0;21;15.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30623;14.09.2021;683;"26,07";Cont;Old;0;Control;20;"21,24";"33,5206291";"3,268795659";"33,51980776";"0,803432072";3;0;0;0;0;21;15.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30692;14.09.2021;684;NA;Cont;Old;0;Control;20;"24,46";"34,97699705";"2,958069585";"34,96963457";"0,808354203";2;0;0;0;0;21;15.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30668;14.09.2021;685;NA;Cont;Old;0;Control;20;"22,59";"29,38854723";"2,691614181";"29,38304442";"0,807737458";5;0;0;0;0;21;15.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30661;14.09.2021;686;"14,35";Cont;Old;0;Control;20;"26,25";"35,91451566";"2,811250321";"35,87146724";"0,834727654";6;0;0;0;0;21;15.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30646;15.09.2021;687;"21,06";mix;Old;1;MixedLines;27;"25,03";"35,61579282";"2,935357308";"35,59372656";"0,819186183";7;0;13000;2;"0,015384615";28;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30647;15.09.2021;688;"7,59";Exp_2;Old;1;SingleLine;20;"24,99";"35,26670952";"2,914741421";"35,25110048";"0,8144815";6;0;100000;1;"0,001";21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30655;15.09.2021;689;"16,55";Exp_2;Old;1;SingleLine;20;"21,48";"27,07753146";"2,574080271";"27,0202722";"0,859347922";5;0;16900;7;"0,041420118";21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30670;15.09.2021;690;NA;Exp_2;Old;1;SingleLine;20;"21,96";"29,37558595";"2,732781882";"29,31551455";"0,857495067";4;0;0;0;0;21;16.09.2021;norm;No
Passer domesticus;Rybachy;Sparta;KS30630;15.09.2021;691;"23,95";Exp_2;Old;1;SingleLine;20;"28,3";"43,32052604";"3,170620495";"43,31955133";"0,803370542";3;0;50000;1;"0,002";21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30624;15.09.2021;692;"22,46";Exp_2;Old;1;SingleLine;20;"25,83";"34,58876398";"2,762472901";"34,56746818";"0,819112409";2;0;0;0;0;21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30659;15.09.2021;693;"24,91";Exp_2;New;1;SingleLine;20;"25,35";"33,89552215";"2,77572548";"33,90602577";"0,794623949";4;0;11050;39;"0,352941176";21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30621;15.09.2021;694;NA;Exp_2;New;1;SingleLine;20;"25,95";"33,16770805";"2,673047037";"33,21452026";"0,765914349";5;0;0;0;0;21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30662;15.09.2021;695;NA;Exp_2;New;1;SingleLine;20;"27,42";"38,36020952";"2,917536058";"38,39822544";"0,776830838";3;0;10800;46;"0,425925926";21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30666;15.09.2021;696;"20,37";Exp_2;New;1;SingleLine;20;"24,83";"36,19226681";"3,056590569";"36,25793343";"0,755526043";2;0;12400;3;"0,024193548";21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30641;15.09.2021;697;"23,01";Exp_2;New;1;SingleLine;20;"27,91";"41,94442098";"3,136394671";"41,99048783";"0,774034831";7;0;14700;4;"0,027210884";21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30689;15.09.2021;698;"19,05";Exp_2;New;1;SingleLine;20;"21,23";"28,62483564";"2,802136062";"28,6384339";"0,790289523";6;0;10150;634;"6,246305419";21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30652;15.09.2021;699;"18,5";Exp_2;Old;1;SingleLine;20;"22,89";"32,70365272";"2,952021245";"32,69106782";"0,812972014";8;0;10170;332;"3,264503441";21;16.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30695;16.09.2021;700;"11,76";Exp_2;Old;1;SingleLine;21;"23,25";"32,31803957";"2,873188045";"32,30745603";"0,811415153";2;0;21850;10;"0,04576659";22;17.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30675;16.09.2021;701;NA;Exp_2;Old;1;SingleLine;21;"28,62";"40,84651482";"2,960826771";"40,85521447";"0,797173916";3;0;0;0;0;22;17.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30638;16.09.2021;702;"13,55";Exp_2;Old;1;SingleLine;21;"22,13";"30,00120455";"2,795464515";"29,9807344";"0,820831919";4;0;11250;106;"0,942222222";22;17.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30665;16.09.2021;703;NA;Exp_2;Old;1;SingleLine;21;"25,58";"34,57129333";"2,781571206";"34,53804848";"0,82824951";5;0;28000;1;"0,003571429";22;17.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30645;16.09.2021;704;"13,01";Exp_1;Old;1;SingleLine;28;"23,12";"30,67826939";"2,740712707";"30,66486863";"0,814309165";7;0;14500;1;"0,006896552";29;17.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30667;16.09.2021;705;NA;Exp_1;Old;1;SingleLine;28;"25,22";"41,89328303";"3,434473562";"41,88125397";"0,810345771";6;0;16500;1;"0,006060606";29;17.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30682;16.09.2021;706;"13,5";Exp_1;Old;1;SingleLine;28;"25,03";"38,88253764";"3,209885976";"38,86787511";"0,812730378";8;0;23000;3;"0,013043478";29;17.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30679;18.09.2021;707;NA;Exp_1;Old;1;SingleLine;30;"24,96";"35,43183404";"2,926255251";"35,4061042";"0,822036685";7;0;10260;15;"0,14619883";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30677;18.09.2021;708;"29,99";Exp_1;Old;1;SingleLine;30;"26,61";"33,53542017";"2,583619969";"33,48392305";"0,843690371";6;0;10170;4;"0,039331367";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30683;18.09.2021;709;NA;Exp_1;Old;1;SingleLine;30;"23,38";"32,26044733";"2,843747682";"32,23598473";"0,822920724";5;0;12500;41;"0,328";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30658;18.09.2021;710;"13,43";Exp_1;Old;1;SingleLine;30;"27,16";"34,35059443";"2,602356989";"34,31628115";"0,829268198";4;0;10000;1;"0,01";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30622;18.09.2021;711;NA;Exp_1;Old;1;SingleLine;30;"26,45";"36,75317083";"2,860098449";"36,71836354";"0,827917422";3;0;18000;2;"0,011111111";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30697;18.09.2021;712;NA;Exp_1;Old;1;SingleLine;30;24;"30,94043234";"2,666033512";"30,93249833";"0,809539827";2;0;0;0;0;31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30669;18.09.2021;713;"37,22";Exp_1;New;1;SingleLine;30;"25,57";"37,01629608";"3,001722238";"37,02140329";"0,799140917";6;0;33500;1;"0,002985075";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30676;18.09.2021;714;NA;Exp_1;New;1;SingleLine;30;"26,84";"35,9849072";"2,789497265";"36,00805831";"0,785890304";8;0;0;0;0;31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30640;18.09.2021;715;"14,33";Exp_1;New;1;SingleLine;30;"25,08";"30,60249008";"2,525832026";"30,59906646";"0,805721551";7;0;10000;13;"0,13";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30681;18.09.2021;716;NA;Exp_1;New;1;SingleLine;30;"23,53";"30,43927955";"2,678299555";"30,43661557";"0,805079414";3;0;14500;2;"0,013793103";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30680;18.09.2021;717;NA;Exp_1;New;1;SingleLine;30;"23,53";"30,66734551";"2,713622616";"30,69029884";"0,783145834";2;0;22300;1;"0,004484305";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30672;18.09.2021;718;"12,37";Exp_1;New;1;SingleLine;30;"24,2";"25,77500071";"2,216786066";"25,79293658";"0,784528234";5;0;10000;1;"0,01";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30660;18.09.2021;719;NA;Exp_1;New;1;SingleLine;30;"23,78";"34,36639004";"3,005375826";"34,38601824";"0,787779957";4;0;100000;1;"0,001";31;19.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30673;19.09.2021;720;"13,06";Cont;Old;0;Control;25;"24,82";"40,31394159";"3,360326951";"40,30604028";"0,807943057";6;0;0;0;0;26;20.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30674;19.09.2021;721;"19,29";Cont;Old;0;Control;25;"26,63";"37,0419944";"2,857624602";"36,9964796";"0,835423157";5;0;0;0;0;26;20.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30653;19.09.2021;722;"24,65";Cont;Old;0;Control;25;"24,3";"30,97980253";"2,748281344";"30,96963754";"0,811446951";4;0;0;0;0;26;20.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30635;19.09.2021;723;"26,73";Cont;Old;0;Control;25;"23,82";"33,04210384";"2,872526595";"33,04024946";"0,804258279";3;0;0;0;0;26;20.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30663;19.09.2021;724;"17,13";Cont;Old;0;Control;25;"24,99";"38,74666512";"3,196932945";"38,71981763";"0,821113807";2;0;0;0;0;26;20.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30692;19.09.2021;725;"16,05";Cont;New;0;Control;25;"24,67";"34,20188558";"2,880392289";"34,21665246";"0,791412569";6;0;0;0;0;26;20.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30661;19.09.2021;726;"16,77";Cont;New;0;Control;25;"25,47";"33,16221284";"2,70537025";"33,17699924";"0,791041862";2;0;0;0;0;26;20.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30668;19.09.2021;727;"16,69";Cont;New;0;Control;25;"23,07";"36,69687922";"3,303719483";"36,71085731";"0,792747631";3;0;0;0;0;26;20.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30623;19.09.2021;728;"22,51";Cont;New;0;Control;25;"21,79";"30,79959632";"2,936901913";"30,81322963";"0,791135889";5;0;0;0;0;26;20.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30636;19.09.2021;729;"14,35";Cont;New;0;Control;25;"23,92";"36,25673181";"3,155068106";"36,28242457";"0,784163694";4;0;0;0;0;26;20.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30647;NA;730;"22,46";Exp_2;NA;1;SingleLine;NA;"25,33";NA;NA;NA;NA;NA;0;0;0;0;26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30646;NA;731;"15,85";mix;NA;1;MixedLines;NA;"25,57";NA;NA;NA;NA;NA;0;14400;4;"0,027777778";33;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30655;NA;732;"17,53";Exp_2;NA;1;SingleLine;NA;"21,95";NA;NA;NA;NA;NA;0;13250;601;"4,535849057";26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30624;NA;733;"16,32";Exp_2;NA;1;SingleLine;NA;"26,78";NA;NA;NA;NA;NA;0;0;0;0;26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30670;NA;734;"20,8";Exp_2;NA;1;SingleLine;NA;"19,86";NA;NA;NA;NA;NA;0;100000;1;"0,0001";26;21.09.2021;NA;No
Passer domesticus;Rybachy;Sparta;KS30630;NA;735;"16,74";Exp_2;NA;1;SingleLine;NA;"29,44";NA;NA;NA;NA;NA;0;0;0;0;26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30659;NA;736;"26,81";Exp_2;NA;1;SingleLine;NA;"25,34";NA;NA;NA;NA;NA;0;20600;1;"0,004854369";26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30662;NA;737;"23,04";Exp_2;NA;1;SingleLine;NA;"26,9";NA;NA;NA;NA;NA;0;0;0;0;26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30641;NA;738;"19,32";Exp_2;NA;1;SingleLine;NA;"28,41";NA;NA;NA;NA;NA;0;0;0;0;26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30689;NA;739;"18,43";Exp_2;NA;1;SingleLine;NA;"22,16";NA;NA;NA;NA;NA;0;1500;43;"2,866666667";26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30621;NA;740;NA;Exp_2;NA;1;SingleLine;NA;"25,43";NA;NA;NA;NA;NA;0;0;0;0;26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30652;NA;741;"19,82";Exp_2;NA;1;SingleLine;NA;"21,32";NA;NA;NA;NA;NA;0;1500;237;"15,8";26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30666;NA;742;"17,32";Exp_2;NA;1;SingleLine;NA;"25,13";NA;NA;NA;NA;NA;0;10000;1;"0,01";26;21.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30638;21.09.2021;743;"20,48";Exp_2;New;1;SingleLine;26;"22,42";"33,30042192";"3,089820914";"33,32101638";"0,786506114";4;0;12500;18;"0,144";27;22.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30695;21.09.2021;744;"18,11";Exp_2;New;1;SingleLine;26;"23,26";"29,97419946";"2,683579603";"29,99741619";"0,782418695";5;0;16900;11;"0,065088757";27;22.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30679;21.09.2021;745;"23,83";Exp_1;New;1;SingleLine;33;"26,11";"43,73279673";"3,497657953";"43,78462842";"0,771712963";2;0;16400;13;"0,079268293";34;22.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30667;21.09.2021;746;"17,5";Exp_1;New;1;SingleLine;33;"25,63";"38,57494652";"3,128339738";"38,5940447";"0,789743898";3;0;27500;4;"0,014545455";34;22.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30665;21.09.2021;747;"21,14";Exp_2;New;1;SingleLine;26;"25,96";"37,84165165";"3,035212694";"37,87034794";"0,782890869";7;0;20000;1;"0,005";27;22.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30675;21.09.2021;748;"16,66";Exp_2;New;1;SingleLine;26;"28,56";"37,63794988";"2,744986322";"37,6684175";"0,781562933";6;0;0;0;0;27;22.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30677;21.09.2021;NA;NA;Exp_1;Old;1;SingleLine;33;"27,97";"42,28645041";"3,120649942";"42,26393437";"0,816869068";8;0;NA;NA;NA;34;22.09.2021;<27;Yes
Passer domesticus;Rybachy;Siskinary;KS30645;21.09.2021;NA;NA;Exp_1;Old;1;SingleLine;33;"23,5";"35,16399475";"3,084280932";"35,13793647";"0,82239371";7;0;NA;NA;NA;34;22.09.2021;<27;Yes
Passer domesticus;Rybachy;Siskinary;KS30682;21.09.2021;NA;NA;Exp_1;Old;1;SingleLine;33;"25,04";"41,89602924";"3,44906192";"41,86557316";"0,822043021";6;0;NA;NA;NA;34;22.09.2021;<27;Yes
Passer domesticus;Rybachy;Siskinary;KS30683;21.09.2021;NA;NA;Exp_1;Old;1;SingleLine;33;"24,16";"35,54896342";"3,019745663";"35,49996185";"0,839423307";5;0;NA;NA;NA;34;22.09.2021;<27;Yes
Passer domesticus;Rybachy;Siskinary;KS30697;21.09.2021;NA;NA;Exp_1;Old;1;SingleLine;33;"25,33";"34,5996555";"2,800542522";"34,54686392";"0,843365316";4;0;NA;NA;NA;34;22.09.2021;<27;Yes
Passer domesticus;Rybachy;Siskinary;KS30622;21.09.2021;NA;NA;Exp_1;Old;1;SingleLine;33;"26,57";"45,27983948";"3,525232601";"45,27013077";"0,808424913";2;0;NA;NA;NA;34;22.09.2021;<27;Yes
Passer domesticus;Rybachy;Siskinary;KS30658;21.09.2021;NA;NA;Exp_1;Old;1;SingleLine;33;"28,62";"44,80685769";"3,240711009";"44,80169104";"0,805809476";3;0;NA;NA;NA;34;22.09.2021;<27;Yes
Passer domesticus;Rybachy;Siskinary;KS30677;22.09.2021;749;"18,14";Exp_1;Old;1;SingleLine;34;"27,62";"36,52487507";"2,729316744";"36,50520401";"0,81729632";8;0;0;0;0;35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30645;22.09.2021;750;"17,21";Exp_1;Old;1;SingleLine;34;"22,84";"28,68710729";"2,584350553";"28,65885635";"0,829282809";7;0;0;0;0;35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30682;22.09.2021;751;"15,32";Exp_1;Old;1;SingleLine;34;"24,25";"34,80337608";"2,97153914";"34,800713";"0,804853794";6;0;10512;1;"0,009512938";35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30683;22.09.2021;752;"21,93";Exp_1;Old;1;SingleLine;34;"23,64";"33,90562871";"2,95882773";"33,8852431";"0,819040638";5;0;18300;1;"0,005464481";35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30697;22.09.2021;753;"13,43";Exp_1;Old;1;SingleLine;34;"24,85";"32,13130671";"2,678298845";"32,13086549";"0,803190395";4;0;0;0;0;35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30658;22.09.2021;754;"17,08";Exp_1;Old;1;SingleLine;34;"27,99";"37,96424323";"2,80944851";"37,96362266";"0,80326053";3;0;100000;1;"0,001";35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30622;22.09.2021;755;"17,58";Exp_1;Old;1;SingleLine;34;"25,43";"36,18900441";"2,94974545";"36,19210828";"0,800522536";2;0;13600;13;"0,095588235";35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30669;22.09.2021;756;"21,96";Exp_1;New;1;SingleLine;34;"26,66";"41,74017349";"3,2718841";"41,79335679";"0,768802978";6;0;11300;1;"0,008849558";35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30676;22.09.2021;757;18;Exp_1;New;1;SingleLine;34;"27,84";"33,94655247";"2,539608175";"33,97309993";"0,781850068";8;0;0;0;0;35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30640;22.09.2021;758;"12,3";Exp_1;New;1;SingleLine;34;"26,06";"33,02112121";"2,625033941";"33,02134875";"0,802647387";7;0;10200;4;"0,039215686";35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30680;22.09.2021;759;"17,74";Exp_1;New;1;SingleLine;34;"24,32";"34,9536959";"3,005744512";"35,00191278";"0,765967453";2;0;10300;4;"0,038834951";35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30681;22.09.2021;760;"13,85";Exp_1;New;1;SingleLine;34;"23,42";"34,12958159";"3,020608499";"34,13246902";"0,800557512";3;0;21300;2;"0,009389671";35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30672;22.09.2021;761;16;Exp_1;New;1;SingleLine;34;"25,26";"30,33176252";"2,50456172";"30,3618907";"0,776253641";5;0;10000;1;"0,01";35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30660;22.09.2021;762;"18,4";Exp_1;New;1;SingleLine;34;"23,88";"38,04155696";"3,324109109";"38,08166238";"0,774614416";4;0;16500;3;"0,018181818";35;23.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30661;23.09.2021;763;"13,01";Cont;Old;0;Control;29;"27,19";"39,09828399";"2,974357329";"39,08958055";"0,808692862";2;0;0;0;0;30;24.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30668;23.09.2021;764;"12,79";Cont;Old;0;Control;29;"23,54";"33,59125876";"2,973548842";"35,37681046";"0,779930775";3;0;0;0;0;30;24.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30636;23.09.2021;765;"14,39";Cont;Old;0;Control;29;"24,03";"35,56364316";"3,079853581";"37,65154573";"0,785090044";4;0;0;0;0;30;24.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30623;23.09.2021;766;"17,04";Cont;Old;0;Control;29;"21,79";"34,46332672";"3,290310513";"36,5332035";"0,786347534";5;0;0;0;0;30;24.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30692;23.09.2021;767;"10,22";Cont;Old;0;Control;29;"24,35";"40,81490791";"3,487979058";"43,22035315";"0,785300823";6;0;0;0;0;30;24.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30635;23.09.2021;768;"13,5";Cont;New;0;Control;29;"23,54";"26,94315867";"2,381750641";"26,9610485";"0,785298792";5;0;0;0;0;30;24.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30673;23.09.2021;769;"10,39";Cont;New;0;Control;29;"25,3";"39,0982385";"3,23990055";"39,16701844";"0,756441401";4;0;0;0;0;30;24.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30653;23.09.2021;770;"11,59";Cont;New;0;Control;29;"24,13";"33,142324";"2,858989066";"33,16566248";"0,784113674";7;0;0;0;0;30;24.09.2021;norm;Yes
