Day,Month,Year,Day of year,OITO_F_1,OITO_F_2,OITO_F_3,OITO_F_25,OITO_M_1,OITO_M_2,OITO_M_3,OITO_M_25,OITO_C_1,OITO_C_2,OITO_C_3,OITO_C_25,OITO_J_1,OITO_J_2,OITO_J_3,OITO_1,OITO_2,OITO_3,OITO_25,MIC_A_1,MIC_A_2,MIC_A_3,MIC_A_25,MIC_C_1,MIC_C_2,MIC_C_3,MIC_C_25,MIC_J_1,MIC_N0_J_2,MIC_J_3,MIC_J_25,MIC_N_1,MIC_N_2,MIC_N_3,MIC_N_25,MIC_1,MIC_2,MIC_3,MIC_25
1,8,2007,210,4800,210,165,2046,400,14,66,168,3400,770,230,1822,0,4,0,8600,998,461,4039,0,0,0,0,300,70,3,162,0,0,0,0,0,0,1,0,300,70,4,162
11,8,2007,220,4800,1820,390,3012,100,350,60,250,2100,700,180,1260,0,0,0,7000,2870,630,4522,0,0,0,0,200,4,0,82,0,0,0,0,1,0,0,0,201,4,0,83
20,8,2007,230,6500,420,210,2852,300,210,3,246,2600,840,90,1544,0,70,3,9400,1540,306,4684,0,0,0,0,200,4,3,82,0,0,0,0,0,0,0,0,200,4,3,82
30,8,2007,240,3000,1890,210,2334,600,700,18,660,800,910,90,866,30,0,0,4430,3500,318,3872,0,0,0,0,200,4,18,82,0,0,0,0,0,0,0,0,200,4,18,82
10,9,2007,250,900,560,90,696,100,35,2,61,300,525,150,435,0,35,0,1300,1155,242,1213,0,0,0,0,50,4,3,22,0,0,0,0,0,0,0,0,50,4,3,22
20,9,2007,260,550,315,30,409,5,4,0,4,2500,980,300,1588,0,0,0,3055,1299,330,2001,0,0,0,0,5,7,2,6,0,0,0,0,0,0,0,0,5,7,2,6
30,9,2007,270,500,210,3,326,5,7,0,6,600,770,30,702,0,0,2,1105,987,35,1034,0,4,0,2,5,0,2,2,0,0,0,0,0,0,0,0,5,4,2,4
10,10,2007,280,350,70,1,182,30,4,0,14,900,1610,270,1326,0,0,0,1280,1684,271,1522,0,0,0,0,10,4,2,6,10,0,0,4,0,0,0,0,20,4,2,10
20,10,2007,290,150,105,30,123,30,0,0,12,300,350,210,330,0,0,0,480,455,240,465,0,0,0,0,5,1,1,3,0,0,0,0,0,0,0,0,5,1,1,3
29,10,2007,300,300,105,0,183,30,7,0,16,1500,560,180,936,0,0,0,1830,672,180,1135,0,0,0,0,10,7,2,8,0,0,0,0,0,0,0,0,10,7,2,8
8,11,2007,310,300,35,0,141,10,1,0,5,1500,770,270,1062,0,0,0,1810,806,270,1208,0,0,0,0,5,7,3,6,0,0,0,0,0,0,0,0,5,7,3,6
NA,NA,2007,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,12,2007,340,30,14,3,20,0,1,0,1,300,350,90,330,0,0,0,330,365,93,351,0,0,0,0,5,1,2,3,0,0,0,0,0,0,0,0,5,1,2,3
NA,NA,2007,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,3,2008,80,5,1,0,3,0,0,0,0,300,21,5,133,0,0,0,305,22,5,135,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,2,1,1,1
NA,NA,2008,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,5,2008,140,3400,210,150,1486,2100,70,30,882,2200,420,30,1132,0,0,0,7700,700,210,3500,0,0,0,0,400,0,0,160,0,0,0,0,0,0,0,0,400,0,0,160
31,5,2008,150,5000,70,2,2042,1200,14,1,488,500,0,1,200,0,0,0,6700,84,4,2730,0,0,0,0,500,200,1,320,0,0,0,0,0,0,0,0,500,200,1,320
11,6,2008,160,1200,30,0,498,400,10,1,166,100,0,0,40,0,0,0,1700,40,1,704,800,1,0,321,700,10,1,286,0,0,0,0,0,0,0,0,1500,11,1,607
21,6,2008,170,5200,37,18,2102,500,7,1,204,200,10,1,86,0,1,0,5900,55,20,2393,200,70,30,122,400,50,60,190,0,0,0,0,0,0,0,0,600,120,90,312
30,6,2008,180,2000,940,1,1364,200,0,0,80,800,67,0,360,100,0,0,3100,1007,1,1844,500,13,30,208,3600,670,210,1842,0,0,0,0,0,0,0,0,4100,683,240,2050
9,7,2008,190,800,1270,0,1082,30,67,0,52,3000,340,0,1404,5,0,0,3835,1677,0,2540,100,3,3,42,500,130,30,278,0,13,3,8,0,270,60,162,600,416,96,490
20,7,2008,200,7200,400,90,3120,2200,70,0,922,2700,130,1,1158,100,0,0,12200,600,91,5240,100,13,0,48,1100,470,120,722,100,200,0,160,100,13,0,48,1400,696,120,978
31,7,2008,210,9600,13,30,3848,1500,3,1,602,3600,400,3,1680,600,0,0,15300,416,34,6370,0,0,0,0,100,3,3,42,100,3,60,42,100,3,1,42,300,9,64,125
11,8,2008,220,2600,70,30,1082,300,0,0,120,3000,270,90,1362,200,130,1,6100,470,121,2722,0,0,3,0,200,3,30,82,100,3,1,42,0,0,1,0,300,6,35,124
20,8,2008,230,1500,270,2,762,700,130,1,358,3500,400,50,1640,0,3,1,5700,803,54,2762,0,0,0,0,200,130,15,158,0,0,0,0,0,0,0,0,200,130,15,158
3,9,2008,240,300,840,60,624,300,140,3,204,2000,2030,210,2018,5,2,0,2605,3012,273,2849,0,0,0,0,200,14,3,88,300,0,0,120,0,0,0,0,500,14,3,208
10,9,2008,250,2100,140,30,924,100,4,0,42,5400,3220,420,4092,0,0,0,7600,3364,450,5058,0,0,0,0,100,70,3,82,0,0,0,0,0,0,0,0,100,70,3,82
21,9,2008,260,1700,210,3,806,200,140,0,164,8600,2940,660,5204,0,1,0,10500,3291,663,6175,0,0,0,0,30,14,3,20,0,0,0,0,0,0,0,0,30,14,3,20
1,10,2008,270,1000,140,3,484,100,2,0,41,4900,3640,480,4144,5,1,0,6005,3783,483,4672,0,0,0,0,30,0,0,12,0,0,0,0,0,0,0,0,30,0,0,12
9,10,2008,280,600,210,30,366,200,70,2,122,3600,3500,1080,3540,0,0,0,4400,3780,1112,4028,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
20,10,2008,290,900,140,0,444,300,70,0,162,6300,4760,540,5376,0,0,0,7500,4970,540,5982,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2
29,10,2008,300,300,210,0,246,30,70,0,54,5900,2870,270,4082,5,0,0,6235,3150,270,4384,1,0,0,0,50,14,2,28,0,0,0,0,0,0,0,0,51,14,2,29
NA,NA,2008,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11,2008,320,200,140,3,164,50,14,1,28,4800,1330,240,2718,5,0,0,5055,1484,244,2912,0,0,0,0,50,4,3,22,0,0,0,0,0,0,0,0,50,4,3,22
NA,NA,2008,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,12,2008,340,50,70,2,62,3,1,0,2,2300,350,99,1130,1,0,0,2354,421,101,1194,0,0,0,0,20,21,3,21,0,0,0,0,0,0,0,0,20,21,3,21
NA,NA,2008,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,2009,50,20,7,3,12,0,0,0,0,300,350,30,330,0,0,0,320,357,33,342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,2009,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,3,2009,80,10,7,0,8,0,0,0,0,150,21,5,73,0,0,0,160,28,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,2009,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,4,2009,100,5,0,0,2,5,0,1,2,400,28,8,177,0,0,0,410,28,9,181,0,0,0,0,10,0,4,4,0,0,0,0,0,0,0,0,10,0,4,4
NA,NA,2009,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,2009,150,550,7,3,224,250,4,2,102,225,18,1,101,0,0,0,1025,29,6,427,3,4,0,3,16,2,1,7,0,0,0,0,0,0,0,0,18,6,1,11
10,6,2009,160,600,0,0,240,30,0,0,12,300,4,0,122,5,1,0,935,5,0,377,1000,70,9,442,1400,210,30,686,0,0,0,0,0,0,0,0,2400,280,39,1128
20,6,2009,170,300,1540,1,1044,100,70,0,82,100,70,1,82,0,0,1,500,1680,3,1208,1000,70,0,442,1700,560,30,1016,0,0,0,0,0,0,0,0,2700,630,30,1458
30,6,2009,180,900,420,30,612,400,14,0,168,4800,70,30,1962,1200,4,2,7300,508,62,3225,200,4,0,82,300,14,0,128,0,0,0,0,200,0,2,80,700,18,2,291
9,7,2009,190,3200,420,3,1532,800,70,1,362,6400,1260,270,3316,200,14,18,10600,1764,292,5298,5,4,2,4,5,4,2,4,5,0,0,2,0,0,2,0,15,8,6,11
20,7,2009,200,7000,630,60,3178,3200,14,1,1288,17600,1610,420,8006,100,14,0,27900,2268,481,12521,5,0,0,2,5,4,3,4,0,0,1,0,1,0,0,0,11,4,4,7
30,7,2009,210,5500,490,3,2494,700,140,1,364,5600,700,30,2660,100,14,3,11900,1344,37,5566,0,0,0,0,500,4,2,202,0,0,0,0,0,1,0,1,500,5,2,203
10,8,2009,220,800,2660,0,1916,200,210,0,206,1700,490,60,974,100,0,0,2800,3360,60,3136,0,0,0,0,30,4,2,14,0,0,0,0,0,0,0,0,30,4,2,14
20,8,2009,230,200,1330,0,878,10,280,0,172,150,770,30,522,0,0,3,360,2380,33,1572,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1
31,8,2009,240,50,490,0,314,10,70,0,46,500,770,60,662,0,0,0,560,1330,60,1022,0,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,1,4,2,3
10,9,2009,250,200,770,1,542,5,7,1,6,700,910,90,826,0,0,0,905,1687,92,1374,0,0,0,0,30,4,0,14,0,0,0,0,0,0,0,0,30,4,0,14
21,9,2009,260,1550,70,0,662,50,4,0,22,400,700,500,580,0,0,0,2000,774,500,1264,0,0,0,0,5,70,1,44,0,0,0,0,0,0,0,0,5,70,1,44
30,9,2009,270,20,315,3,197,4,4,1,4,150,1225,270,795,0,0,0,174,1544,274,996,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,2,1
11,10,2009,280,100,14,0,48,16,4,0,9,700,1120,3,952,0,0,0,816,1138,3,1009,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,2,1
19,10,2009,290,50,140,2,104,3,4,0,4,600,1260,150,996,0,0,0,653,1404,152,1104,0,0,0,0,2,8,3,6,2,1,0,1,0,0,0,0,4,9,3,7
1,11,2009,300,100,245,60,187,2,7,1,5,1000,665,750,799,0,0,0,1102,917,811,991,0,0,0,0,300,14,0,128,0,0,0,0,0,0,0,0,300,14,0,128
NA,NA,2009,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11,2009,320,55,280,1,190,7,2,1,4,900,1750,150,1410,1,0,1,963,2032,153,1604,0,0,0,0,30,0,0,12,1,0,0,0,0,0,0,0,31,0,0,12
NA,NA,2009,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,12,2009,340,10,70,3,46,4,0,0,2,1000,385,10,631,0,0,0,1014,455,13,679,0,0,0,0,10,1,1,5,0,0,0,0,0,0,0,0,10,1,1,5
NA,NA,2009,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1,2010,30,20,0,0,8,1,0,0,0,750,280,60,468,0,0,0,771,280,60,476,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
NA,NA,2010,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,2010,50,2,2,1,2,2,0,9,1,180,70,0,114,0,0,0,184,72,10,117,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,3,1,1,2
NA,NA,2010,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,3,2010,70,7,3,1,5,1,1,1,1,1350,270,60,702,0,0,0,1358,274,62,708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,2010,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,5,2010,140,2300,2,2,921,1400,1,0,561,900,2,2,361,0,0,0,4600,5,4,1843,0,0,0,0,600,140,1,324,0,0,0,0,0,0,0,0,600,140,1,324
1,6,2010,150,700,350,2,490,20,4,0,10,50,14,0,28,0,0,0,770,368,2,529,100,0,2,40,200,14,60,88,0,0,0,0,0,0,0,0,300,14,62,128
10,6,2010,160,450,210,1,306,30,0,0,12,150,70,1,102,0,0,0,630,280,2,420,2000,4,18,802,400,4,18,162,0,0,0,0,0,0,0,0,2400,8,36,965
21,6,2010,170,250,175,0,205,100,0,0,40,500,105,1,263,30,4,1,880,284,2,522,50,14,1,28,50,14,1,28,0,0,0,0,0,4,0,2,100,32,2,59
1,7,2010,180,1200,840,1,984,200,140,0,164,2200,630,60,1258,700,4,0,4300,1614,61,2688,200,0,0,80,400,70,2,202,0,0,0,0,0,0,0,0,600,70,2,282
10,7,2010,190,1500,350,3,810,2000,14,3,808,2300,70,15,962,100,4,3,5900,438,24,2623,200,4,0,82,500,4,0,202,100,4,1,42,5,0,0,2,805,12,1,329
20,7,2010,200,3000,490,2,1494,1000,4,1,402,1700,210,2,806,200,140,1,5900,844,6,2866,30,0,0,12,200,0,0,80,300,0,1,120,100,0,1,40,630,0,2,252
1,8,2010,210,2500,70,30,1042,100,4,0,42,1000,70,90,442,100,0,0,3700,144,120,1566,0,0,0,0,1000,70,3,442,0,140,1,84,0,0,0,0,1000,210,4,526
10,8,2010,220,1900,400,90,1000,200,20,0,92,2200,230,30,1018,30,70,0,4330,720,120,2164,0,0,0,0,300,14,3,128,30,14,1,20,0,0,0,0,330,28,4,149
19,8,2010,230,300,0,30,120,100,0,0,40,300,105,60,183,30,0,3,730,105,93,355,0,0,0,0,300,0,1,120,100,0,1,40,0,0,0,0,400,0,2,160
28,8,2010,240,1600,630,1,1018,200,14,0,88,800,350,1,530,200,70,3,2800,1064,5,1758,0,0,0,0,1400,0,1,560,300,0,1,120,0,0,0,0,1700,0,2,680
9,9,2010,250,1300,280,0,688,200,14,0,88,7000,2940,210,4564,200,0,1,8700,3234,211,5420,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,14,0,8
20,9,2010,260,800,70,30,362,100,4,2,42,4000,2240,960,2944,0,0,0,4900,2314,992,3348,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,4,0,2
29,9,2010,270,200,595,120,437,1,7,2,5,60,1785,780,1095,0,0,0,261,2387,902,1537,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
11,10,2010,280,400,280,3,328,10,0,1,4,1700,3080,1470,2528,0,0,0,2110,3360,1474,2860,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,5,1,0,3
20,10,2010,290,200,140,30,164,20,7,0,12,3300,2940,360,3084,0,0,0,3520,3087,390,3260,0,0,0,0,50,0,2,20,5,0,0,2,0,0,0,0,55,0,2,22
1,11,2010,300,100,350,30,250,60,35,1,45,3300,2450,900,2790,0,0,0,3460,2835,931,3085,0,0,0,0,100,105,2,103,10,0,0,4,0,0,0,0,110,105,2,107
NA,NA,2010,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11,2010,320,100,210,2,166,5,14,0,10,1400,2170,15,1862,0,0,0,1505,2394,17,2038,0,0,0,0,300,4,2,122,30,1,0,13,0,0,0,0,330,5,2,135
NA,NA,2010,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1,2011,30,15,3,1,8,0,0,0,0,200,235,150,221,0,0,0,215,238,151,229,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1,1
NA,NA,2011,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
