Ecology;Site;Site_code;Latitude;Longitude;Year;Date;Sample;N;ID;DN;Rate_of_aneuploid_cells;Ploidy_of_aneuploid_cells;BTN_genotype;COI-test_Hemo;COI-test_Foot;Sex;L;Last_ring;Increment;Age;ring1;ring2;ring3;ring4;ring5;ring6;ring7;ring8;ring9;ring10;ring11;ring12;ring13;OGP_sample;OGP_site
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B22;no;0;NA;healthy;NA;NA;male;"33,4";"32,4";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B23;no;0;NA;healthy;NA;NA;female;"30,2";"28,8";"1,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B24;no;0;NA;healthy;NA;NA;male;"26,9";25;"1,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B25;no;0;NA;healthy;NA;NA;female;"26,9";"25,4";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B26;no;0;NA;healthy;NA;NA;female;"28,1";"25,4";"2,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B27;no;0;NA;healthy;NA;NA;female;"28,4";"27,6";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B28;no;0;NA;healthy;NA;NA;female;"39,6";"38,6";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B29;no;0;NA;healthy;NA;NA;female;"30,7";"28,3";"2,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B30;no;0;NA;healthy;NA;NA;female;"28,6";"25,9";"2,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B31;no;0;NA;healthy;NA;NA;female;"32,6";"30,4";"2,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;25/06/2023;B;32;B32;no;0;NA;healthy;NA;NA;no gametes;"38,8";"38,2";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,254768468";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C1;no;0;NA;healthy;NA;NA;male;"47,5";"46,2";"1,3";8;NA;"5,4";"9,6";"17,4";25;"34,9";"41,1";"46,2";NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C2;no;0;NA;healthy;NA;NA;female;"35,9";"34,6";"1,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C3;no;0;NA;healthy;NA;NA;female;36;34;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C4;no;0;NA;healthy;NA;NA;female;33;"32,2";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C5;no;0;NA;healthy;NA;NA;male;"35,3";"34,5";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C6;no;0;NA;healthy;NA;NA;female;"33,9";"33,1";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C7;no;0;NA;healthy;NA;NA;female;"30,8";"29,1";"1,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C8;no;0;NA;healthy;NA;NA;female;"30,4";"27,6";"2,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C9;no;0;NA;healthy;NA;NA;female;31;"29,3";"1,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C10;no;0;NA;healthy;NA;NA;male;"36,7";"35,2";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C11;no;0;NA;healthy;NA;NA;female;"36,5";"33,4";"3,1";6;NA;"3,7";"9,6";"16,7";"27,7";"33,4";NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C12;no;0;NA;healthy;NA;NA;male;"35,2";"34,6";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C13;no;0;NA;healthy;NA;NA;female;"33,3";"32,4";"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C14;no;0;NA;healthy;NA;NA;male;"31,4";"30,5";"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C15;no;0;NA;healthy;NA;NA;male;"29,1";27;"2,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C16;no;0;NA;healthy;NA;NA;male;"52,3";"50,9";"1,4";11;NA;"6,7";"9,6";"17,6";"21,6";"29,3";"37,6";"40,7";"43,6";"47,4";"50,9";NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C17;no;0;NA;healthy;NA;NA;male;"33,2";"31,1";"2,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C18;no;0;NA;healthy;NA;NA;female;"37,6";"36,7";"0,9";7;NA;7;"11,3";"15,6";"26,5";"31,8";"36,7";NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C19;no;0;NA;healthy;NA;NA;female;35;"33,1";"1,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C20;no;0;NA;healthy;NA;NA;female;"34,2";33;"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C21;no;0;NA;healthy;NA;NA;male;"32,4";31;"1,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C22;no;0;NA;healthy;NA;NA;male;"33,3";32;"1,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C23;no;0;NA;healthy;NA;NA;male;33;"30,9";"2,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C24;no;0;NA;healthy;NA;NA;female;"30,5";"29,7";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C25;no;0;NA;healthy;NA;NA;no gametes;"31,2";"29,4";"1,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C26;no;0;NA;healthy;NA;NA;female;"29,2";"27,3";"1,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C27;no;0;NA;healthy;NA;NA;female;"40,6";"38,9";"1,7";8;NA;"4,1";"8,3";"15,1";"25,3";"30,7";"34,8";"38,9";NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C28;no;0;NA;healthy;NA;NA;female;"34,4";32;"2,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C29;no;0;NA;healthy;NA;NA;female;"27,6";26;"1,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C30;no;0;NA;healthy;NA;NA;female;"31,2";"30,1";"1,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C31;no;0;NA;healthy;NA;NA;female;"34,6";"31,8";"2,8";6;NA;"6,1";"15,9";"23,7";"28,8";"31,8";NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2023;27/06/2023;C;32;C32;no;0;NA;healthy;NA;NA;male;"28,9";28;"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,995976048";"1,11424972"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A1;no;0;NA;healthy;NA;NA;male;"44,1";"43,3";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A2;no;0;NA;healthy;NA;NA;male;"34,1";"32,3";"1,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A3;no;0;NA;healthy;NA;NA;female;"36,8";"33,2";"3,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A4;no;0;NA;healthy;COI-8-like;COI-8-like;female;"34,4";"31,4";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A5;no;0;NA;healthy;NA;NA;female;"44,7";"40,8";"3,9";7;NA;NA;"7,4";"12,1";"23,3";"30,1";"40,8";NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A6;no;0;NA;healthy;NA;NA;female;"35,6";"31,3";"4,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A7;no;0;NA;healthy;NA;NA;female;"36,1";"33,1";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A8;no;0;NA;healthy;NA;NA;male;"32,5";"29,7";"2,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A9;no;0;NA;healthy;NA;NA;female;"29,6";"23,6";6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A10;no;0;NA;healthy;NA;NA;female;"27,9";"24,5";"3,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A11;yes;28;"5,4";X3;2B-like/MN119673.1-like;2B-like;female;"43,2";"38,5";"4,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A12;no;0;NA;healthy;NA;NA;female;"49,1";"46,5";"2,6";7;NA;4;"7,9";"13,1";"24,3";"39,1";"46,5";NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A13;no;0;NA;healthy;NA;NA;female;"27,6";"26,1";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A14;no;0;NA;healthy;NA;NA;male;"23,4";"20,8";"2,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A15;no;0;NA;healthy;NA;NA;male;"24,2";"21,3";"2,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A16;no;0;NA;healthy;NA;NA;male;"21,4";"19,2";"2,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A17;no;0;NA;healthy;NA;NA;female;48;"47,6";"0,4";8;NA;"3,9";7;"11,5";"20,4";"32,4";"38,4";"47,6";NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A18;no;0;NA;healthy;NA;NA;female;"52,1";"48,9";"3,2";8;NA;NA;6;"10,4";"17,1";"32,7";"41,6";"48,9";NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A19;no;0;NA;healthy;NA;NA;female;"47,6";"45,3";"2,3";7;NA;NA;8;"11,5";26;"38,3";"45,3";NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A20;yes;20;"5,7";BTN2.1;COI-13-like;COI-13-like;female;"42,2";"37,2";5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A21;no;0;NA;healthy;NA;NA;female;"37,7";"36,6";"1,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A22;no;0;NA;healthy;NA;NA;male;"37,6";"34,1";"3,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A23;no;0;NA;healthy;NA;NA;male;"22,7";"21,7";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A24;no;0;NA;healthy;NA;NA;female;"38,9";38;"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A25;no;0;NA;healthy;NA;NA;female;"34,7";31;"3,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A26;no;0;NA;healthy;NA;NA;male;"33,9";"30,9";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A27;no;0;NA;healthy;NA;NA;female;"42,7";"42,3";"0,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A28;no;0;NA;healthy;NA;NA;male;"37,4";"35,4";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A29;no;0;NA;healthy;NA;NA;female;"36,5";"31,6";"4,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A30;no;0;NA;healthy;NA;NA;male;"29,6";"26,4";"3,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A31;no;0;NA;healthy;NA;NA;male;"43,9";"42,3";"1,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;A;32;A32;no;0;NA;healthy;NA;NA;male;"42,8";"41,9";"0,9";8;NA;NA;"6,5";"10,4";"22,6";"31,5";"35,6";"41,9";NA;NA;NA;NA;NA;"0,985032365";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B1;no;0;NA;healthy;NA;NA;female;"44,3";"40,8";"3,5";6;NA;NA;"9,6";"22,3";"28,3";"40,8";NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B2;no;0;NA;healthy;NA;NA;female;"39,8";"37,9";"1,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B3;no;0;NA;healthy;NA;NA;male;"45,4";"41,8";"3,6";6;NA;"3,9";"10,8";"20,7";"30,2";"41,8";NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B4;no;0;NA;healthy;NA;NA;female;"34,9";"29,5";"5,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B5;no;0;NA;healthy;NA;NA;female;"38,3";"35,9";"2,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B6;no;0;NA;healthy;NA;NA;male;"29,9";"24,5";"5,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B7;no;0;NA;healthy;NA;NA;female;"40,7";"39,2";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B8;no;0;NA;healthy;NA;NA;female;"37,7";"33,8";"3,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B9;no;0;NA;healthy;NA;NA;male;33;"30,3";"2,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B10;no;0;NA;healthy;NA;NA;male;"31,8";"26,3";"5,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B11;no;0;NA;healthy;NA;NA;male;"31,4";"28,8";"2,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B12;no;0;NA;healthy;NA;NA;male;"36,9";"34,8";"2,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B13;no;0;NA;healthy;NA;NA;male;"27,3";"24,4";"2,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B14;no;0;NA;healthy;NA;NA;male;"28,2";"26,1";"2,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B15;no;0;NA;healthy;NA;NA;female;"39,3";"37,4";"1,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B16;yes;17;"4,9";BTN2.2;COI-2/KF932194.1;†KF932194.1;female;"36,4";"34,5";"1,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B17;yes;32;"5,3";BTN2.2;COI-9**;COI-9**;male;"31,2";28;"3,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B18;no;0;NA;healthy;NA;NA;male;"36,2";"33,9";"2,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B19;no;0;NA;healthy;NA;NA;male;35;"31,3";"3,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B20;no;0;NA;healthy;NA;NA;female;32;"29,9";"2,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B21;no;0;NA;healthy;NA;NA;female;"36,3";"32,4";"3,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B22;no;0;NA;healthy;NA;NA;female;"41,5";"37,3";"4,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B23;no;0;NA;healthy;NA;NA;female;"36,8";"34,9";"1,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B24;no;0;NA;healthy;NA;NA;female;"34,5";"31,1";"3,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
