Ecology;Site;Site_code;Latitude;Longitude;Year;Date;Sample;N;ID;DN;Rate_of_aneuploid_cells;Ploidy_of_aneuploid_cells;BTN_genotype;COI-test_Hemo;COI-test_Foot;Sex;L;Last_ring;Increment;Age;ring1;ring2;ring3;ring4;ring5;ring6;ring7;ring8;ring9;ring10;ring11;ring12;ring13;OGP_sample;OGP_site
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A25;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A26;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A27;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A28;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A29;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A30;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A31;no;0;NA;healthy;NA;NA;NA;"38,4";37;"1,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A32;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A33;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A34;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A35;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A36;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A37;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A38;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A39;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A40;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A41;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A42;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A43;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A44;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A45;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A46;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A47;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A48;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A49;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A50;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A51;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A52;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A53;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A54;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A55;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A56;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A57;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A58;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A59;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A60;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A61;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A62;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A63;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A64;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A65;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A66;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A67;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A68;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A69;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A70;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A71;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A72;no;0;NA;healthy;NA;NA;NA;"42,7";"39,2";"3,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A73;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A74;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A75;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A76;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A77;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A78;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A79;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A80;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A81;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A82;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A83;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A84;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A85;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A86;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A87;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A88;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A89;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A90;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A91;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A92;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A93;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A94;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A95;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A96;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;1*;NA;NA;NA;NA;NA;NA;NA;"41,8";"38,8";3;7;3;6;"7,8";"13,4";"16,6";"33,9";"38,8";NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;2*;NA;NA;NA;NA;NA;NA;NA;"38,9";"37,8";"1,1";7;"2,9";"6,4";"9,4";"16,2";"19,9";"34,9";"37,8";NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;3*;NA;NA;NA;NA;NA;NA;NA;"43,7";41;"2,7";8;"3,5";"4,5";"7,4";"18,8";"21,9";"36,2";39;41;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;4*;NA;NA;NA;NA;NA;NA;NA;"43,5";"40,2";"3,3";8;NA;"5,7";9;"18,7";"21,8";"36,2";"38,8";"40,2";NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;5*;NA;NA;NA;NA;NA;NA;NA;"42,5";"39,4";"3,1";8;NA;"4,6";"7,4";"20,3";"23,8";"35,7";"38,5";"39,4";NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;6*;NA;NA;NA;NA;NA;NA;NA;"44,2";"40,5";"3,7";8;"3,2";"4,3";"7,9";"16,7";"20,3";34;"37,6";"40,5";NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B1;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B2;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B3;no;0;NA;healthy;NA;NA;NA;"43,6";"40,7";"2,9";8;NA;NA;"4,1";8;19;"23,3";"35,1";"40,7";NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B4;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B5;no;0;NA;healthy;NA;NA;NA;43;"38,7";"4,3";8;NA;NA;5;"8,1";"11,9";"15,8";"30,5";"38,7";NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B6;no;0;NA;healthy;NA;NA;NA;"45,1";"41,3";"3,8";8;NA;NA;"3,9";"7,4";15;"19,8";"34,7";"41,3";NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B7;no;0;NA;healthy;NA;NA;NA;"42,5";"41,4";"1,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B8;no;0;NA;healthy;NA;NA;NA;"42,7";"39,4";"3,3";8;NA;NA;"4,2";"8,8";"14,5";"17,3";"32,6";"39,4";NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B9;no;0;NA;healthy;NA;NA;NA;"42,7";"39,2";"3,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B10;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B11;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B12;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B13;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B14;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B15;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B16;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B17;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B18;no;0;NA;healthy;NA;NA;NA;"44,6";"41,6";3;8;NA;NA;"4,6";"8,6";"21,4";"24,2";"36,7";"41,6";NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B19;no;0;NA;healthy;NA;NA;NA;"42,3";39;"3,3";8;NA;NA;NA;"9,2";"16,1";"18,3";"32,4";39;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B20;no;0;NA;healthy;NA;NA;NA;44;"39,6";"4,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B21;no;0;NA;healthy;NA;NA;NA;"42,2";39;"3,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B22;no;0;NA;healthy;NA;NA;NA;"43,5";"40,6";"2,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B23;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B24;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;B;59;B25;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,868360526";"0,852395658"
