"","sample.id","year","latitude","longitude","n.obs","nirv.gs.avg","nirv.gs.med","nirv.gs.q90","nirv.max","nirv.max.lwr","nirv.max.upr","nirv.max.doy"
"19771","S_904",2023,55.1123813,160.158423,4,0.196337751590366,0.210873417577118,0.212732202173397,0.215394069251849,0.160617844575899,0.232134722269552,208
"19772","S_904",2024,55.1123813,160.158423,4,0.203715242239903,0.19803954140374,0.226034239953143,0.226034239953143,0.20196567538419,0.238827135008557,208
"19773","S_905",2017,55.139609,159.9737776,3,0.162055047382743,0.16351583907636,0.167319043684117,0.167319043684117,0.158305133716884,0.170512505839849,211
"19774","S_905",2018,55.139609,159.9737776,5,0.156371875968253,0.151540567070359,0.166927540984583,0.166927540984583,0.152469606053535,0.176024562314952,213
"19775","S_905",2019,55.139609,159.9737776,1,0.164243224107361,0.164243224107361,0.164243224107361,0.165145183825311,0.165145183825311,0.165145183825311,207
"19776","S_905",2020,55.139609,159.9737776,6,0.154204728101641,0.152128044694083,0.159440362623919,0.159440362623919,0.152315571672279,0.16541086150159,170
"19777","S_905",2021,55.139609,159.9737776,3,0.169788826158426,0.177369947020255,0.17741214565968,0.17829475099456,0.156578430014012,0.178347499293841,170
"19778","S_905",2022,55.139609,159.9737776,1,0.171093276457488,0.171093276457488,0.171093276457488,0.171592284497323,0.171592284497323,0.171592284497323,170
"19779","S_905",2023,55.139609,159.9737776,1,0.151798278886105,0.151798278886105,0.151798278886105,0.152358421137381,0.152358421137381,0.152358421137381,170
"19780","S_905",2024,55.139609,159.9737776,3,0.161378451587885,0.161192375360158,0.165359992949855,0.165359992949855,0.15725375757118,0.166401897347279,170
"19781","S_906",2010,55.0936612,159.9543267,1,0.156388108403308,0.156388108403308,0.156388108403308,0.157094770494869,0.157094770494869,0.157094770494869,193
"19782","S_906",2011,55.0936612,159.9543267,2,0.168438427738104,0.168438427738104,0.180990548085656,0.180990548085656,0.157562300738991,0.18904689447858,190
"19783","S_906",2014,55.0936612,159.9543267,8,0.171516518530904,0.17089356741349,0.177213345042498,0.177213345042498,0.166065884463189,0.181080126737194,223
"19784","S_906",2015,55.0936612,159.9543267,1,0.15403203587518,0.15403203587518,0.15403203587518,0.157726675596474,0.157726675596474,0.157726675596474,188
"19785","S_906",2016,55.0936612,159.9543267,2,0.160123427475031,0.160123427475031,0.162774826747147,0.164504408754955,0.160423436643444,0.168585380866466,189
"19786","S_906",2017,55.0936612,159.9543267,8,0.1669192978108,0.167795794732762,0.177408300280336,0.177408300280336,0.158160452250287,0.184291549491115,190
"19787","S_906",2018,55.0936612,159.9543267,4,0.182967174150658,0.184943676400129,0.196446482939181,0.196446482939181,0.164840691455926,0.201157918347835,192
"19788","S_906",2019,55.0936612,159.9543267,1,0.192258206477777,0.192258206477777,0.192258206477777,0.192258206477777,0.192258206477777,0.192258206477777,165
"19789","S_906",2020,55.0936612,159.9543267,9,0.16619989131117,0.160123119223863,0.1765096337563,0.1765096337563,0.160751214058622,0.194967519783001,165
"19790","S_906",2021,55.0936612,159.9543267,8,0.165448150802354,0.164716195935338,0.174100304651903,0.174100304651903,0.160293664742304,0.185097652852631,165
"19791","S_906",2022,55.0936612,159.9543267,6,0.159654819429208,0.158364246480971,0.166708296119862,0.166708296119862,0.15777083953852,0.172761962925199,165
"19792","S_906",2023,55.0936612,159.9543267,5,0.158851789170661,0.162029572327962,0.16456529670688,0.166066523121386,0.155679355553398,0.171498814489773,165
"19793","S_906",2024,55.0936612,159.9543267,2,0.167380240466132,0.167380240466132,0.179013565344951,0.179013565344951,0.168803736368405,0.185317892715881,165
"19794","S_907",2005,55.1138331,159.889431,3,0.179518363106092,0.17654289407128,0.184315523603633,0.184315523603633,0.178066921362614,0.189328463807854,174
"19795","S_907",2006,55.1138331,159.889431,2,0.163722542414455,0.163722542414455,0.165393220435737,0.182210417230097,0.180122069703495,0.184298764756699,176
"19796","S_907",2007,55.1138331,159.889431,4,0.171636909264748,0.175520103297887,0.176301381113603,0.176301381113603,0.159149603007046,0.176962854284759,183
"19797","S_907",2008,55.1138331,159.889431,4,0.178322747390876,0.17245977397743,0.193933507568838,0.193933507568838,0.166332863940388,0.202951688948577,186
"19798","S_907",2009,55.1138331,159.889431,11,0.173452337070815,0.176754955910723,0.194252811053078,0.194252811053078,0.159075640487461,0.199412853793007,163
"19799","S_907",2010,55.1138331,159.889431,2,0.171781953594496,0.171781953594496,0.172539457728651,0.175469255549184,0.17452237538149,0.176416135716878,205
"19800","S_907",2011,55.1138331,159.889431,4,0.168449678148148,0.166064717532754,0.179875086151886,0.185601154392579,0.180432899035962,0.189519070048858,163
"19801","S_907",2012,55.1138331,159.889431,3,0.175648107103574,0.179166003438902,0.182632788123771,0.186437066604373,0.182103585748287,0.186710051901424,163
"19802","S_907",2013,55.1138331,159.889431,2,0.207667238765735,0.207667238765735,0.207688097627659,0.207688097627659,0.207641165188329,0.20769331234314,163
"19803","S_907",2014,55.1138331,159.889431,7,0.169936907860591,0.158416537608876,0.192093860673125,0.192093860673125,0.16243382922796,0.201408862774769,199
"19804","S_907",2015,55.1138331,159.889431,3,0.171880671146769,0.168275281067917,0.177082339745277,0.177082339745277,0.169576178998625,0.181097579307729,200
"19805","S_907",2016,55.1138331,159.889431,10,0.17336672514942,0.171805684567467,0.18016979083939,0.18016979083939,0.169070478525079,0.186500228272911,203
"19806","S_907",2017,55.1138331,159.889431,12,0.175354150856879,0.171386642061717,0.193128260339498,0.193128260339498,0.164469229819331,0.200369628312778,192
"19807","S_907",2018,55.1138331,159.889431,6,0.193354686319383,0.195012649744097,0.201987545604735,0.201987545604735,0.184632310223199,0.206279066395237,192
