"Site";"Lat";"Lon";"Average_Fetch";"Sample";"Position";"Shore";"N_T";"N_E";"Salinity";"Shore_river";"River";"Drainage_Area";"River_Size";"Lat_river";"Lon_river";"Min_dist_river";"Shore_river_Large";"River_Large";"Drainage_Area_Large";"Lat_river_Large";"Lon_river_Large";"Min_dist_river_Large";"Shore_port";"Port";"Port_Status";"Lat_port";"Lon_port";"Min_dist_port";"North_Fetch";"East_Fetch";"South_Fetch";"West_Fetch";"Site_Exposition";"Dist_cut";"Prop_T";"Lat2";"Lon2";"Fetch"
"Dem";67,03525;32,59441667;2,429;"DEM2";"Bottom";"Karel";10;115;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;8,41010017106768;"Kand";"Niva";"12800";67,130271;32,418253;13,0315039661701;"Karel";"Vitino";"Active";67,07657;32,33363;12,2024564092572;3,627;0,009;0,198;5,88;"Sheltered";18,1201373160504;0,08;67,03525001;32,59441668;0,808089645848311
"Dem";67,03525;32,59441667;2,429;"DEM3";"Algae";"Karel";23;89;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;8,41010017106768;"Kand";"Niva";"12800";67,130271;32,418253;13,0315039661701;"Karel";"Vitino";"Active";67,07657;32,33363;12,2024564092572;3,627;0,009;0,198;5,88;"Sheltered";18,1201373160504;0,205357142857143;67,03525002;32,59441669;0,808089645848311
"Dem";67,03525;32,59441667;2,429;"DEM4";"Bottom";"Karel";6;79;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;8,41010017106768;"Kand";"Niva";"12800";67,130271;32,418253;13,0315039661701;"Karel";"Vitino";"Active";67,07657;32,33363;12,2024564092572;3,627;0,009;0,198;5,88;"Sheltered";18,1201373160504;0,0705882352941176;67,03525003;32,5944167;0,808089645848311
"Dem";67,03525;32,59441667;2,429;"DEM5";"Algae";"Karel";13;122;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;8,41010017106768;"Kand";"Niva";"12800";67,130271;32,418253;13,0315039661701;"Karel";"Vitino";"Active";67,07657;32,33363;12,2024564092572;3,627;0,009;0,198;5,88;"Sheltered";18,1201373160504;0,0962962962962963;67,03525004;32,59441671;0,808089645848311
"Dem";67,03525;32,59441667;2,429;"DEM6";"Bottom";"Karel";16;101;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;8,41010017106768;"Kand";"Niva";"12800";67,130271;32,418253;13,0315039661701;"Karel";"Vitino";"Active";67,07657;32,33363;12,2024564092572;3,627;0,009;0,198;5,88;"Sheltered";18,1201373160504;0,136752136752137;67,03525005;32,59441672;0,808089645848311
"ExPOJ";66,58650278;32,84033611;1,231;"ExPOJ1";"Algae";"Karel";0;39;24;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;8,93321762469699;"Karel";"Kovda";"26100";66,695493;32,871028;12,1944659563988;"Karel";"Kovda";"Abandoned";66,696754;32,875396;12,3564316487732;0,588;3,966;0,096;0,274;"Exposed";67,7656715731149;0;66,58650278;32,84033611;0,168974711243998
"ExPOJ";66,58650278;32,84033611;1,231;"ExPOJ2";"Bottom";"Karel";0;8;24;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;8,93321762469699;"Karel";"Kovda";"26100";66,695493;32,871028;12,1944659563988;"Karel";"Kovda";"Abandoned";66,696754;32,875396;12,3564316487732;0,588;3,966;0,096;0,274;"Exposed";67,7656715731149;0;66,58650279;32,84033612;0,168974711243998
"ExPOJ";66,58650278;32,84033611;1,231;"ExPOJ3";"Algae";"Karel";13;53;24;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;8,93321762469699;"Karel";"Kovda";"26100";66,695493;32,871028;12,1944659563988;"Karel";"Kovda";"Abandoned";66,696754;32,875396;12,3564316487732;0,588;3,966;0,096;0,274;"Exposed";67,7656715731149;0,196969696969697;66,5865028;32,84033613;0,168974711243998
"ExPOJ";66,58650278;32,84033611;1,231;"ExPOJ4";"Bottom";"Karel";0;10;24;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;8,93321762469699;"Karel";"Kovda";"26100";66,695493;32,871028;12,1944659563988;"Karel";"Kovda";"Abandoned";66,696754;32,875396;12,3564316487732;0,588;3,966;0,096;0,274;"Exposed";67,7656715731149;0;66,58650281;32,84033614;0,168974711243998
"ExPOJ";66,58650278;32,84033611;1,231;"ExPOJ5";"Algae";"Karel";11;20;24;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;8,93321762469699;"Karel";"Kovda";"26100";66,695493;32,871028;12,1944659563988;"Karel";"Kovda";"Abandoned";66,696754;32,875396;12,3564316487732;0,588;3,966;0,096;0,274;"Exposed";67,7656715731149;0,354838709677419;66,58650282;32,84033615;0,168974711243998
"ExPOJ";66,58650278;32,84033611;1,231;"ExPOJ6";"Bottom";"Karel";0;11;24;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;8,93321762469699;"Karel";"Kovda";"26100";66,695493;32,871028;12,1944659563988;"Karel";"Kovda";"Abandoned";66,696754;32,875396;12,3564316487732;0,588;3,966;0,096;0,274;"Exposed";67,7656715731149;0;66,58650283;32,84033616;0,168974711243998
"ExpOlodUmb";66,67129167;34,3245;1,836;"ExpOldUmb1";"Algae";"Kand";8;33;22;"Kand";"Umba";"6250";"Large";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"6250";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"Abandoned";66,67797;34,357655;1,65261545123376;0,382;0,343;6,566;0,053;"Exposed";102,567021377261;0,195121951219512;66,67129167;34,32412222;0,941225853074279
"ExpOlodUmb";66,67129167;34,3245;1,836;"ExpOldUmb2";"Bottom";"Kand";10;50;22;"Kand";"Umba";"6250";"Large";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"6250";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"Abandoned";66,67797;34,357655;1,65261545123376;0,382;0,343;6,566;0,053;"Exposed";102,567021377261;0,166666666666667;66,67129168;34,32412223;0,941225853074279
"ExpOlodUmb";66,67129167;34,3245;1,836;"ExpOldUmb3";"Algae";"Kand";14;76;22;"Kand";"Umba";"6250";"Large";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"6250";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"Abandoned";66,67797;34,357655;1,65261545123376;0,382;0,343;6,566;0,053;"Exposed";102,567021377261;0,155555555555556;66,67129169;34,32412224;0,941225853074279
"ExpOlodUmb";66,67129167;34,3245;1,836;"ExpOldUmb4";"Bottom";"Kand";5;26;22;"Kand";"Umba";"6250";"Large";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"6250";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"Abandoned";66,67797;34,357655;1,65261545123376;0,382;0,343;6,566;0,053;"Exposed";102,567021377261;0,161290322580645;66,6712917;34,32412225;0,941225853074279
"ExpOlodUmb";66,67129167;34,3245;1,836;"ExpOldUmb5";"Algae";"Kand";26;63;22;"Kand";"Umba";"6250";"Large";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"6250";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"Abandoned";66,67797;34,357655;1,65261545123376;0,382;0,343;6,566;0,053;"Exposed";102,567021377261;0,292134831460674;66,67129171;34,32412226;0,941225853074279
"ExpOlodUmb";66,67129167;34,3245;1,836;"ExpOldUmb6";"Bottom";"Kand";5;21;22;"Kand";"Umba";"6250";"Large";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"6250";66,664609;34,297657;1,3822476422731;"Kand";"Umba";"Abandoned";66,67797;34,357655;1,65261545123376;0,382;0,343;6,566;0,053;"Exposed";102,567021377261;0,192307692307692;66,67129172;34,32412227;0,941225853074279
"ExpSOSN";66,63349444;34,48936111;3,397;"ExpSOSN1";"Algae";"Kand";11;34;11;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,127763231281387;"Kand";"Umba";"6250";66,664609;34,297657;9,12998546658261;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,62458760973555;0,209;0,329;0,601;12,447;"Exposed";110,962736211069;0,244444444444444;66,63349444;34,48936111;0,589804683473844
"ExpSOSN";66,63349444;34,48936111;3,397;"ExpSOSN2";"Bottom";"Kand";1;15;11;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,127763231281387;"Kand";"Umba";"6250";66,664609;34,297657;9,12998546658261;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,62458760973555;0,209;0,329;0,601;12,447;"Exposed";110,962736211069;0,0625;66,63349445;34,48936112;0,589804683473844
"ExpSOSN";66,63349444;34,48936111;3,397;"ExpSOSN3";"Algae";"Kand";13;22;11;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,127763231281387;"Kand";"Umba";"6250";66,664609;34,297657;9,12998546658261;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,62458760973555;0,209;0,329;0,601;12,447;"Exposed";110,962736211069;0,371428571428571;66,63349446;34,48936113;0,589804683473844
"ExpSOSN";66,63349444;34,48936111;3,397;"ExpSOSN4";"Bottom";"Kand";5;14;11;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,127763231281387;"Kand";"Umba";"6250";66,664609;34,297657;9,12998546658261;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,62458760973555;0,209;0,329;0,601;12,447;"Exposed";110,962736211069;0,263157894736842;66,63349447;34,48936114;0,589804683473844
"ExpSOSN";66,63349444;34,48936111;3,397;"ExpSOSN5";"Algae";"Kand";4;19;11;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,127763231281387;"Kand";"Umba";"6250";66,664609;34,297657;9,12998546658261;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,62458760973555;0,209;0,329;0,601;12,447;"Exposed";110,962736211069;0,173913043478261;66,63349448;34,48936115;0,589804683473844
"ExpSOSN";66,63349444;34,48936111;3,397;"ExpSOSN6";"Bottom";"Kand";2;17;11;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,127763231281387;"Kand";"Umba";"6250";66,664609;34,297657;9,12998546658261;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,62458760973555;0,209;0,329;0,601;12,447;"Exposed";110,962736211069;0,105263157894737;66,63349449;34,48936116;0,589804683473844
"Gridexp";65,92436667;34,6642;1,315;"Gridexp1";"Algae";"Karel";7;19;2;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,261969047970472;"Karel";"Gridina";"540";65,924619;34,658458;0,261969047970472;"Karel";"Keret";"Abandoned";66,294178;33,640656;61,7688571849488;4,311;0,259;0,103;0,586;"Exposed";172,029281005926;0,269230769230769;65,92436667;34,6642;0,1897864885567
"Gridexp";65,92436667;34,6642;1,315;"Gridexp2";"Bottom";"Karel";4;15;2;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,261969047970472;"Karel";"Gridina";"540";65,924619;34,658458;0,261969047970472;"Karel";"Keret";"Abandoned";66,294178;33,640656;61,7688571849488;4,311;0,259;0,103;0,586;"Exposed";172,029281005926;0,210526315789474;65,92436668;34,66420001;0,1897864885567
"Gridexp";65,92436667;34,6642;1,315;"Gridexp3";"Algae";"Karel";25;16;2;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,261969047970472;"Karel";"Gridina";"540";65,924619;34,658458;0,261969047970472;"Karel";"Keret";"Abandoned";66,294178;33,640656;61,7688571849488;4,311;0,259;0,103;0,586;"Exposed";172,029281005926;0,609756097560976;65,92436669;34,66420002;0,1897864885567
"Gridexp";65,92436667;34,6642;1,315;"Gridexp4";"Bottom";"Karel";5;10;2;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,261969047970472;"Karel";"Gridina";"540";65,924619;34,658458;0,261969047970472;"Karel";"Keret";"Abandoned";66,294178;33,640656;61,7688571849488;4,311;0,259;0,103;0,586;"Exposed";172,029281005926;0,333333333333333;65,9243667;34,66420003;0,1897864885567
"Gridexp";65,92436667;34,6642;1,315;"Gridexp5";"Algae";"Karel";29;16;2;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,261969047970472;"Karel";"Gridina";"540";65,924619;34,658458;0,261969047970472;"Karel";"Keret";"Abandoned";66,294178;33,640656;61,7688571849488;4,311;0,259;0,103;0,586;"Exposed";172,029281005926;0,644444444444444;65,92436671;34,66420004;0,1897864885567
"Gridexp";65,92436667;34,6642;1,315;"Gridexp6";"Bottom";"Karel";0;10;2;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,261969047970472;"Karel";"Gridina";"540";65,924619;34,658458;0,261969047970472;"Karel";"Keret";"Abandoned";66,294178;33,640656;61,7688571849488;4,311;0,259;0,103;0,586;"Exposed";172,029281005926;0;65,92436672;34,66420005;0,1897864885567
"Gridshel";65,924;34,67516667;0,158;"Gridshel1";"Algae";"Karel";8;20;19;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,764541899845604;"Karel";"Gridina";"540";65,924619;34,658458;0,764541899845604;"Karel";"Keret";"Abandoned";66,294178;33,640656;62,1865214810981;0,2;0,268;0,03;0,135;"Sheltered";172,37921881312;0,285714285714286;65,92371667;34,67516667;0,0601698114759863
"Gridshel";65,924;34,67516667;0,158;"Gridshel2";"Bottom";"Karel";4;89;19;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,764541899845604;"Karel";"Gridina";"540";65,924619;34,658458;0,764541899845604;"Karel";"Keret";"Abandoned";66,294178;33,640656;62,1865214810981;0,2;0,268;0,03;0,135;"Sheltered";172,37921881312;0,043010752688172;65,92371668;34,67516668;0,0601698114759863
"Gridshel";65,924;34,67516667;0,158;"Gridshel3";"Algae";"Karel";7;36;19;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,764541899845604;"Karel";"Gridina";"540";65,924619;34,658458;0,764541899845604;"Karel";"Keret";"Abandoned";66,294178;33,640656;62,1865214810981;0,2;0,268;0,03;0,135;"Sheltered";172,37921881312;0,162790697674419;65,92371669;34,67516669;0,0601698114759863
"Gridshel";65,924;34,67516667;0,158;"Gridshel4";"Bottom";"Karel";12;62;19;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,764541899845604;"Karel";"Gridina";"540";65,924619;34,658458;0,764541899845604;"Karel";"Keret";"Abandoned";66,294178;33,640656;62,1865214810981;0,2;0,268;0,03;0,135;"Sheltered";172,37921881312;0,162162162162162;65,9237167;34,6751667;0,0601698114759863
"Gridshel";65,924;34,67516667;0,158;"Gridshel5";"Algae";"Karel";16;28;19;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,764541899845604;"Karel";"Gridina";"540";65,924619;34,658458;0,764541899845604;"Karel";"Keret";"Abandoned";66,294178;33,640656;62,1865214810981;0,2;0,268;0,03;0,135;"Sheltered";172,37921881312;0,363636363636364;65,92371671;34,67516671;0,0601698114759863
"Gridshel";65,924;34,67516667;0,158;"Gridshel6";"Bottom";"Karel";9;105;19;"Karel";"Gridina";"540";"Large";65,924619;34,658458;0,764541899845604;"Karel";"Gridina";"540";65,924619;34,658458;0,764541899845604;"Karel";"Keret";"Abandoned";66,294178;33,640656;62,1865214810981;0,2;0,268;0,03;0,135;"Sheltered";172,37921881312;0,0789473684210526;65,92371672;34,67516672;0,0601698114759863
"Ir";67,05093333;32,48115;6,392;"Ir1";"Algae";"Karel";148;216;17;"Kand";"Niva";"12800";"Large";67,130271;32,418253;9,23248854675009;"Kand";"Niva";"12800";67,130271;32,418253;9,23248854675009;"Karel";"Vitino";"Active";67,07657;32,33363;6,99934925802927;7,505;8,192;3,677;6,194;"Sheltered";13,9618042268965;0,406593406593407;67,05093333;32,48115;2,43736610032789
"Ir";67,05093333;32,48115;6,392;"Ir2";"Bottom";"Karel";30;78;17;"Kand";"Niva";"12800";"Large";67,130271;32,418253;9,23248854675009;"Kand";"Niva";"12800";67,130271;32,418253;9,23248854675009;"Karel";"Vitino";"Active";67,07657;32,33363;6,99934925802927;7,505;8,192;3,677;6,194;"Sheltered";13,9618042268965;0,277777777777778;67,05093334;32,48115001;2,43736610032789
"Ir";67,05093333;32,48115;6,392;"Ir3";"Algae";"Karel";160;205;17;"Kand";"Niva";"12800";"Large";67,130271;32,418253;9,23248854675009;"Kand";"Niva";"12800";67,130271;32,418253;9,23248854675009;"Karel";"Vitino";"Active";67,07657;32,33363;6,99934925802927;7,505;8,192;3,677;6,194;"Sheltered";13,9618042268965;0,438356164383562;67,05093335;32,48115002;2,43736610032789
"Ir";67,05093333;32,48115;6,392;"Ir4";"Bottom";"Karel";23;125;17;"Kand";"Niva";"12800";"Large";67,130271;32,418253;9,23248854675009;"Kand";"Niva";"12800";67,130271;32,418253;9,23248854675009;"Karel";"Vitino";"Active";67,07657;32,33363;6,99934925802927;7,505;8,192;3,677;6,194;"Sheltered";13,9618042268965;0,155405405405405;67,05093336;32,48115003;2,43736610032789
"Ir";67,05093333;32,48115;6,392;"Ir5";"Algae";"Karel";91;94;17;"Kand";"Niva";"12800";"Large";67,130271;32,418253;9,23248854675009;"Kand";"Niva";"12800";67,130271;32,418253;9,23248854675009;"Karel";"Vitino";"Active";67,07657;32,33363;6,99934925802927;7,505;8,192;3,677;6,194;"Sheltered";13,9618042268965;0,491891891891892;67,05093337;32,48115004;2,43736610032789
"Ir";67,05093333;32,48115;6,392;"Ir6";"Bottom";"Karel";19;73;17;"Kand";"Niva";"12800";"Large";67,130271;32,418253;9,23248854675009;"Kand";"Niva";"12800";67,130271;32,418253;9,23248854675009;"Karel";"Vitino";"Active";67,07657;32,33363;6,99934925802927;7,505;8,192;3,677;6,194;"Sheltered";13,9618042268965;0,206521739130435;67,05093338;32,48115005;2,43736610032789
"Kand";67,127606;32,429;4,539;"Kand1";"Algae";"Kand";44;31;8;"Kand";"Niva";"12800";"Large";67,130271;32,418253;0,550935103875014;"Kand";"Niva";"12800";67,130271;32,418253;0,550935103875014;"Kand";"Kandalaksha";"Active";67,137283;32,407995;1,40771286811447;0,046;0,502;13,481;4,126;"Sheltered";5,68770209480712;0,586666666666667;67,127606;32,429;2,30381174257709
"Kand";67,127606;32,429;4,539;"Kand2";"Bottom";"Kand";35;26;8;"Kand";"Niva";"12800";"Large";67,130271;32,418253;0,550935103875014;"Kand";"Niva";"12800";67,130271;32,418253;0,550935103875014;"Kand";"Kandalaksha";"Active";67,137283;32,407995;1,40771286811447;0,046;0,502;13,481;4,126;"Sheltered";5,68770209480712;0,573770491803279;67,12760601;32,42900001;2,30381174257709
"Kand";67,127606;32,429;4,539;"Kand3";"Algae";"Kand";54;1;8;"Kand";"Niva";"12800";"Large";67,130271;32,418253;0,550935103875014;"Kand";"Niva";"12800";67,130271;32,418253;0,550935103875014;"Kand";"Kandalaksha";"Active";67,137283;32,407995;1,40771286811447;0,046;0,502;13,481;4,126;"Sheltered";5,68770209480712;0,981818181818182;67,12760602;32,42900002;2,30381174257709
"Kand";67,127606;32,429;4,539;"Kand4";"Bottom";"Kand";66;26;8;"Kand";"Niva";"12800";"Large";67,130271;32,418253;0,550935103875014;"Kand";"Niva";"12800";67,130271;32,418253;0,550935103875014;"Kand";"Kandalaksha";"Active";67,137283;32,407995;1,40771286811447;0,046;0,502;13,481;4,126;"Sheltered";5,68770209480712;0,717391304347826;67,12760603;32,42900003;2,30381174257709
"Kand";67,127606;32,429;4,539;"Kand5";"Algae";"Kand";23;7;8;"Kand";"Niva";"12800";"Large";67,130271;32,418253;0,550935103875014;"Kand";"Niva";"12800";67,130271;32,418253;0,550935103875014;"Kand";"Kandalaksha";"Active";67,137283;32,407995;1,40771286811447;0,046;0,502;13,481;4,126;"Sheltered";5,68770209480712;0,766666666666667;67,12760604;32,42900004;2,30381174257709
"Kand";67,127606;32,429;4,539;"Kand6";"Bottom";"Kand";80;42;8;"Kand";"Niva";"12800";"Large";67,130271;32,418253;0,550935103875014;"Kand";"Niva";"12800";67,130271;32,418253;0,550935103875014;"Kand";"Kandalaksha";"Active";67,137283;32,407995;1,40771286811447;0,046;0,502;13,481;4,126;"Sheltered";5,68770209480712;0,655737704918033;67,12760605;32,42900005;2,30381174257709
"Karzh";66,56875;34,6845;22,903;"Karzh1";"Algae";"Kand";9;317;23;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;6,68687889043914;"Kand";"Kuzreka";"255";66,599994;34,813032;6,68687889043914;"Kand";"Umba";"Abandoned";66,67797;34,357655;18,8270733364537;1,375;32,749;57,451;0,037;"Exposed";122,091543869528;0,0276073619631902;66,56875;34,68373333;22,2873388941835
"Karzh";66,56875;34,6845;22,903;"Karzh2";"Bottom";"Kand";6;261;23;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;6,68687889043914;"Kand";"Kuzreka";"255";66,599994;34,813032;6,68687889043914;"Kand";"Umba";"Abandoned";66,67797;34,357655;18,8270733364537;1,375;32,749;57,451;0,037;"Exposed";122,091543869528;0,0224719101123595;66,56875001;34,68373334;22,2873388941835
"Karzh";66,56875;34,6845;22,903;"Karzh3";"Algae";"Kand";3;24;23;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;6,68687889043914;"Kand";"Kuzreka";"255";66,599994;34,813032;6,68687889043914;"Kand";"Umba";"Abandoned";66,67797;34,357655;18,8270733364537;1,375;32,749;57,451;0,037;"Exposed";122,091543869528;0,111111111111111;66,56875002;34,68373335;22,2873388941835
"Karzh";66,56875;34,6845;22,903;"Karzh4";"Bottom";"Kand";4;232;23;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;6,68687889043914;"Kand";"Kuzreka";"255";66,599994;34,813032;6,68687889043914;"Kand";"Umba";"Abandoned";66,67797;34,357655;18,8270733364537;1,375;32,749;57,451;0,037;"Exposed";122,091543869528;0,0169491525423729;66,56875003;34,68373336;22,2873388941835
"Karzh";66,56875;34,6845;22,903;"Karzh5";"Algae";"Kand";0;3;23;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;6,68687889043914;"Kand";"Kuzreka";"255";66,599994;34,813032;6,68687889043914;"Kand";"Umba";"Abandoned";66,67797;34,357655;18,8270733364537;1,375;32,749;57,451;0,037;"Exposed";122,091543869528;0;66,56875004;34,68373337;22,2873388941835
"Karzh";66,56875;34,6845;22,903;"Karzh6";"Bottom";"Kand";5;232;23;"Kand";"Kuzreka";"255";"Large";66,599994;34,813032;6,68687889043914;"Kand";"Kuzreka";"255";66,599994;34,813032;6,68687889043914;"Kand";"Umba";"Abandoned";66,67797;34,357655;18,8270733364537;1,375;32,749;57,451;0,037;"Exposed";122,091543869528;0,0210970464135021;66,56875005;34,68373338;22,2873388941835
"Kash";66,33851667;36,00486667;24,935;"Kash1";"Algae";"Kand";0;9;24;"Kand";"Salnitsa";"121";"Small";66,37576;35,684872;14,8582893175462;"Kand";"Olenitsa";"403";66,452763;35,300598;33,8325601881013;"Kand";"Umba";"Abandoned";66,67797;34,357655;82,187626912167;0,305;0,104;50,898;48,432;"Exposed";185,366543620898;0;66,33851667;36,00486667;43,7444408261771
"Kash";66,33851667;36,00486667;24,935;"Kash2";"Bottom";"Kand";0;121;24;"Kand";"Salnitsa";"121";"Small";66,37576;35,684872;14,8582893175462;"Kand";"Olenitsa";"403";66,452763;35,300598;33,8325601881013;"Kand";"Umba";"Abandoned";66,67797;34,357655;82,187626912167;0,305;0,104;50,898;48,432;"Exposed";185,366543620898;0;66,33851668;36,00486668;43,7444408261771
"Kash";66,33851667;36,00486667;24,935;"Kash3";"Algae";"Kand";0;22;24;"Kand";"Salnitsa";"121";"Small";66,37576;35,684872;14,8582893175462;"Kand";"Olenitsa";"403";66,452763;35,300598;33,8325601881013;"Kand";"Umba";"Abandoned";66,67797;34,357655;82,187626912167;0,305;0,104;50,898;48,432;"Exposed";185,366543620898;0;66,33851669;36,00486669;43,7444408261771
"Kash";66,33851667;36,00486667;24,935;"Kash4";"Bottom";"Kand";0;87;24;"Kand";"Salnitsa";"121";"Small";66,37576;35,684872;14,8582893175462;"Kand";"Olenitsa";"403";66,452763;35,300598;33,8325601881013;"Kand";"Umba";"Abandoned";66,67797;34,357655;82,187626912167;0,305;0,104;50,898;48,432;"Exposed";185,366543620898;0;66,3385167;36,0048667;43,7444408261771
"Kash";66,33851667;36,00486667;24,935;"Kash5";"Algae";"Kand";0;38;24;"Kand";"Salnitsa";"121";"Small";66,37576;35,684872;14,8582893175462;"Kand";"Olenitsa";"403";66,452763;35,300598;33,8325601881013;"Kand";"Umba";"Abandoned";66,67797;34,357655;82,187626912167;0,305;0,104;50,898;48,432;"Exposed";185,366543620898;0;66,33851671;36,00486671;43,7444408261771
"Kash";66,33851667;36,00486667;24,935;"Kash6";"Bottom";"Kand";0;175;24;"Kand";"Salnitsa";"121";"Small";66,37576;35,684872;14,8582893175462;"Kand";"Olenitsa";"403";66,452763;35,300598;33,8325601881013;"Kand";"Umba";"Abandoned";66,67797;34,357655;82,187626912167;0,305;0,104;50,898;48,432;"Exposed";185,366543620898;0;66,33851672;36,00486672;43,7444408261771
"Kibr1";66,9345;32,82238333;7,172;"Kibr1";"Algae";"Kand";9;146;25;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;18,0855918794011;"Kand";"Kolvitsa";"1260";67,0832;32,991099;18,0855918794011;"Karel";"Vitino";"Active";67,07657;32,33363;26,4626978563277;3,887;4,526;10,925;9,351;"Exposed";33,0664937431728;0,0580645161290323;66,9345;32,82238333;21,6661024889968
"Kibr1";66,9345;32,82238333;7,172;"Kibr2";"Bottom";"Kand";6;152;25;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;18,0855918794011;"Kand";"Kolvitsa";"1260";67,0832;32,991099;18,0855918794011;"Karel";"Vitino";"Active";67,07657;32,33363;26,4626978563277;3,887;4,526;10,925;9,351;"Exposed";33,0664937431728;0,0379746835443038;66,93450001;32,82238334;21,6661024889968
"Kibr1";66,9345;32,82238333;7,172;"Kibr3";"Algae";"Kand";15;171;25;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;18,0855918794011;"Kand";"Kolvitsa";"1260";67,0832;32,991099;18,0855918794011;"Karel";"Vitino";"Active";67,07657;32,33363;26,4626978563277;3,887;4,526;10,925;9,351;"Exposed";33,0664937431728;0,0806451612903226;66,93450002;32,82238335;21,6661024889968
"Kibr1";66,9345;32,82238333;7,172;"Kibr4";"Bottom";"Kand";3;93;25;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;18,0855918794011;"Kand";"Kolvitsa";"1260";67,0832;32,991099;18,0855918794011;"Karel";"Vitino";"Active";67,07657;32,33363;26,4626978563277;3,887;4,526;10,925;9,351;"Exposed";33,0664937431728;0,03125;66,93450003;32,82238336;21,6661024889968
"Kibr1";66,9345;32,82238333;7,172;"Kibr5";"Algae";"Kand";3;111;25;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;18,0855918794011;"Kand";"Kolvitsa";"1260";67,0832;32,991099;18,0855918794011;"Karel";"Vitino";"Active";67,07657;32,33363;26,4626978563277;3,887;4,526;10,925;9,351;"Exposed";33,0664937431728;0,0263157894736842;66,93450004;32,82238337;21,6661024889968
"Kibr1";66,9345;32,82238333;7,172;"Kibr6";"Bottom";"Kand";2;85;25;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;18,0855918794011;"Kand";"Kolvitsa";"1260";67,0832;32,991099;18,0855918794011;"Karel";"Vitino";"Active";67,07657;32,33363;26,4626978563277;3,887;4,526;10,925;9,351;"Exposed";33,0664937431728;0,0229885057471264;66,93450005;32,82238338;21,6661024889968
"Kibr2";66,93538333;32,8249;11,224;"Kibr10";"Bottom";"Kand";2;342;24;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;17,9515563780669;"Kand";"Kolvitsa";"1260";67,0832;32,991099;17,9515563780669;"Karel";"Vitino";"Active";67,07657;32,33363;26,4918431227837;8,198;15,421;14,457;6,82;"Exposed";33,061425197786;0,00581395348837209;66,93538333;32,8249;21,5637317702183
