"Site";"Lat";"Lon";"Average_Fetch";"Sample";"Position";"Shore";"N_T";"N_E";"Salinity";"Shore_river";"River";"Drainage_Area";"River_Size";"Lat_river";"Lon_river";"Min_dist_river";"Shore_river_Large";"River_Large";"Drainage_Area_Large";"Lat_river_Large";"Lon_river_Large";"Min_dist_river_Large";"Shore_port";"Port";"Port_Status";"Lat_port";"Lon_port";"Min_dist_port";"North_Fetch";"East_Fetch";"South_Fetch";"West_Fetch";"Site_Exposition";"Dist_cut";"Prop_T";"Lat2";"Lon2";"Fetch"
"Cher2";66,518;32,972;0,703;"Cher2_5";"Algae";"Karel";36;48;13;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;0,995458996571554;"Karel";"Kovda";"26100";66,695493;32,871028;20,2334876872032;"Karel";"Kovda";"Abandoned";66,696754;32,875396;20,3289300040116;0,05;2,162;0,184;0,417;"Sheltered";76,9154092910763;0,428571428571429;66,51800004;32,97200004;0,440801201102481
"Cher2";66,518;32,972;0,703;"Cher2_6";"Bottom";"Karel";3;128;13;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;0,995458996571554;"Karel";"Kovda";"26100";66,695493;32,871028;20,2334876872032;"Karel";"Kovda";"Abandoned";66,696754;32,875396;20,3289300040116;0,05;2,162;0,184;0,417;"Sheltered";76,9154092910763;0,0229007633587786;66,51800005;32,97200005;0,440801201102481
"Cher3";66,52898333;32,97556667;0,471;"Cher3_1";"Algae";"Karel";5;16;20;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,59958314875785;"Karel";"Kovda";"26100";66,695493;32,871028;19,0813329426879;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,1720138866424;0,109;0,919;0,58;0,275;"Sheltered";75,8344325110752;0,238095238095238;66,52898333;32,97556667;0,146722439434479
"Cher3";66,52898333;32,97556667;0,471;"Cher3_2";"Bottom";"Karel";0;14;20;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,59958314875785;"Karel";"Kovda";"26100";66,695493;32,871028;19,0813329426879;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,1720138866424;0,109;0,919;0,58;0,275;"Sheltered";75,8344325110752;0;66,52898334;32,97556668;0,146722439434479
"Cher3";66,52898333;32,97556667;0,471;"Cher3_3";"Algae";"Karel";17;12;20;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,59958314875785;"Karel";"Kovda";"26100";66,695493;32,871028;19,0813329426879;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,1720138866424;0,109;0,919;0,58;0,275;"Sheltered";75,8344325110752;0,586206896551724;66,52898335;32,97556669;0,146722439434479
"Cher3";66,52898333;32,97556667;0,471;"Cher3_4";"Bottom";"Karel";0;22;20;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,59958314875785;"Karel";"Kovda";"26100";66,695493;32,871028;19,0813329426879;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,1720138866424;0,109;0,919;0,58;0,275;"Sheltered";75,8344325110752;0;66,52898336;32,9755667;0,146722439434479
"Cher3";66,52898333;32,97556667;0,471;"Cher3_5";"Algae";"Karel";6;7;20;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,59958314875785;"Karel";"Kovda";"26100";66,695493;32,871028;19,0813329426879;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,1720138866424;0,109;0,919;0,58;0,275;"Sheltered";75,8344325110752;0,461538461538462;66,52898337;32,97556671;0,146722439434479
"Cher3";66,52898333;32,97556667;0,471;"Cher3_6";"Bottom";"Karel";0;10;20;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,59958314875785;"Karel";"Kovda";"26100";66,695493;32,871028;19,0813329426879;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,1720138866424;0,109;0,919;0,58;0,275;"Sheltered";75,8344325110752;0;66,52898338;32,97556672;0,146722439434479
"Cher4";66,52566667;32,98186667;0,921;"Cher4_1";"Algae";"Karel";17;56;23;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,60974364646363;"Karel";"Kovda";"26100";66,695493;32,871028;19,5073449689806;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,5959480382272;0,401;2,453;0,459;0,371;"Sheltered";76,2798649044025;0,232876712328767;66,52566667;32,98186667;0,415430731782605
"Cher4";66,52566667;32,98186667;0,921;"Cher4_2";"Bottom";"Karel";0;12;23;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,60974364646363;"Karel";"Kovda";"26100";66,695493;32,871028;19,5073449689806;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,5959480382272;0,401;2,453;0,459;0,371;"Sheltered";76,2798649044025;0;66,52566668;32,98186668;0,415430731782605
"Cher4";66,52566667;32,98186667;0,921;"Cher4_3";"Algae";"Karel";3;17;23;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,60974364646363;"Karel";"Kovda";"26100";66,695493;32,871028;19,5073449689806;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,5959480382272;0,401;2,453;0,459;0,371;"Sheltered";76,2798649044025;0,15;66,52566669;32,98186669;0,415430731782605
"Cher4";66,52566667;32,98186667;0,921;"Cher4_4";"Bottom";"Karel";0;29;23;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,60974364646363;"Karel";"Kovda";"26100";66,695493;32,871028;19,5073449689806;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,5959480382272;0,401;2,453;0,459;0,371;"Sheltered";76,2798649044025;0;66,5256667;32,9818667;0,415430731782605
"Cher4";66,52566667;32,98186667;0,921;"Cher4_5";"Algae";"Karel";12;20;23;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,60974364646363;"Karel";"Kovda";"26100";66,695493;32,871028;19,5073449689806;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,5959480382272;0,401;2,453;0,459;0,371;"Sheltered";76,2798649044025;0,375;66,52566671;32,98186671;0,415430731782605
"Cher4";66,52566667;32,98186667;0,921;"Cher4_6";"Bottom";"Karel";0;16;23;"Karel";"Chernaya";"141";"Small";66,518961;32,949662;1,60974364646363;"Karel";"Kovda";"26100";66,695493;32,871028;19,5073449689806;"Karel";"Kovda";"Abandoned";66,696754;32,875396;19,5959480382272;0,401;2,453;0,459;0,371;"Sheltered";76,2798649044025;0;66,52566672;32,98186672;0,415430731782605
"Chup1";66,3003;33,63966667;4,2;"1_1";"Algae";"Karel";1;6;11;"Karel";"Keret";"3360";"Large";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"3360";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"Abandoned";66,294178;33,640656;0,641489617474908;2,874;13,084;0,483;0,36;"Sheltered";111,771409720864;0,142857142857143;66,29993333;33,63966667;0,805356381547529
"Chup1";66,3003;33,63966667;4,2;"1_2";"Algae";"Karel";2;29;11;"Karel";"Keret";"3360";"Large";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"3360";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"Abandoned";66,294178;33,640656;0,641489617474908;2,874;13,084;0,483;0,36;"Sheltered";111,771409720864;0,0645161290322581;66,29993334;33,63966668;0,805356381547529
"Chup1";66,3003;33,63966667;4,2;"1_3";"Algae";"Karel";4;22;11;"Karel";"Keret";"3360";"Large";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"3360";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"Abandoned";66,294178;33,640656;0,641489617474908;2,874;13,084;0,483;0,36;"Sheltered";111,771409720864;0,153846153846154;66,29993335;33,63966669;0,805356381547529
"Chup1";66,3003;33,63966667;4,2;"1_4";"Bottom";"Karel";3;87;11;"Karel";"Keret";"3360";"Large";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"3360";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"Abandoned";66,294178;33,640656;0,641489617474908;2,874;13,084;0,483;0,36;"Sheltered";111,771409720864;0,0333333333333333;66,29993336;33,6396667;0,805356381547529
"Chup1";66,3003;33,63966667;4,2;"1_5";"Bottom";"Karel";0;45;11;"Karel";"Keret";"3360";"Large";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"3360";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"Abandoned";66,294178;33,640656;0,641489617474908;2,874;13,084;0,483;0,36;"Sheltered";111,771409720864;0;66,29993337;33,63966671;0,805356381547529
"Chup1";66,3003;33,63966667;4,2;"1_6";"Bottom";"Karel";1;37;11;"Karel";"Keret";"3360";"Large";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"3360";66,281723;33,580341;3,33705953593723;"Karel";"Keret";"Abandoned";66,294178;33,640656;0,641489617474908;2,874;13,084;0,483;0,36;"Sheltered";111,771409720864;0,0263157894736842;66,29993338;33,63966672;0,805356381547529
"Chup1_2017";66,270205;33,071835;1,032;"Chup1-1";"Algae";"Karel";17;84;13;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;3,65129848339365;"Karel";"Pulonga";"630";66,302514;33,277289;9,86507163449213;"Karel";"Chupa";"Abandoned";66,269964;33,069534;0,106394560651075;0,384;2,369;1,273;0,101;"Sheltered";104,389969328786;0,168316831683168;66,270205;33,071835;0,64851398015266
"Chup1_2017";66,270205;33,071835;1,032;"Chup1-2";"Bottom";"Karel";47;13;13;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;3,65129848339365;"Karel";"Pulonga";"630";66,302514;33,277289;9,86507163449213;"Karel";"Chupa";"Abandoned";66,269964;33,069534;0,106394560651075;0,384;2,369;1,273;0,101;"Sheltered";104,389969328786;0,783333333333333;66,27020501;33,07183501;0,64851398015266
"Chup1_2017";66,270205;33,071835;1,032;"Chup1-3";"Algae";"Karel";11;52;13;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;3,65129848339365;"Karel";"Pulonga";"630";66,302514;33,277289;9,86507163449213;"Karel";"Chupa";"Abandoned";66,269964;33,069534;0,106394560651075;0,384;2,369;1,273;0,101;"Sheltered";104,389969328786;0,174603174603175;66,27020502;33,07183502;0,64851398015266
"Chup1_2017";66,270205;33,071835;1,032;"Chup1-4";"Bottom";"Karel";42;13;13;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;3,65129848339365;"Karel";"Pulonga";"630";66,302514;33,277289;9,86507163449213;"Karel";"Chupa";"Abandoned";66,269964;33,069534;0,106394560651075;0,384;2,369;1,273;0,101;"Sheltered";104,389969328786;0,763636363636364;66,27020503;33,07183503;0,64851398015266
"Chup1_2017";66,270205;33,071835;1,032;"Chup1-5";"Algae";"Karel";29;91;13;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;3,65129848339365;"Karel";"Pulonga";"630";66,302514;33,277289;9,86507163449213;"Karel";"Chupa";"Abandoned";66,269964;33,069534;0,106394560651075;0,384;2,369;1,273;0,101;"Sheltered";104,389969328786;0,241666666666667;66,27020504;33,07183504;0,64851398015266
"Chup1_2017";66,270205;33,071835;1,032;"Chup1-6";"Bottom";"Karel";5;19;13;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;3,65129848339365;"Karel";"Pulonga";"630";66,302514;33,277289;9,86507163449213;"Karel";"Chupa";"Abandoned";66,269964;33,069534;0,106394560651075;0,384;2,369;1,273;0,101;"Sheltered";104,389969328786;0,208333333333333;66,27020505;33,07183505;0,64851398015266
"Chup2";66,3;33,6211;1,791;"2_1";"Algae";"Karel";24;13;17;"Karel";"Keret";"3360";"Large";66,281723;33,580341;2,722063658416;"Karel";"Keret";"3360";66,281723;33,580341;2,722063658416;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,07768493512036;6,301;0,309;0,146;0,406;"Sheltered";111,361051191614;0,648648648648649;66,29988333;33,62116667;0,107859948164228
"Chup2";66,3;33,6211;1,791;"2_2";"Algae";"Karel";17;9;17;"Karel";"Keret";"3360";"Large";66,281723;33,580341;2,722063658416;"Karel";"Keret";"3360";66,281723;33,580341;2,722063658416;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,07768493512036;6,301;0,309;0,146;0,406;"Sheltered";111,361051191614;0,653846153846154;66,29988334;33,62116668;0,107859948164228
"Chup2";66,3;33,6211;1,791;"2_3";"Algae";"Karel";8;16;17;"Karel";"Keret";"3360";"Large";66,281723;33,580341;2,722063658416;"Karel";"Keret";"3360";66,281723;33,580341;2,722063658416;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,07768493512036;6,301;0,309;0,146;0,406;"Sheltered";111,361051191614;0,333333333333333;66,29988335;33,62116669;0,107859948164228
"Chup2";66,3;33,6211;1,791;"2_4";"Bottom";"Karel";7;17;17;"Karel";"Keret";"3360";"Large";66,281723;33,580341;2,722063658416;"Karel";"Keret";"3360";66,281723;33,580341;2,722063658416;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,07768493512036;6,301;0,309;0,146;0,406;"Sheltered";111,361051191614;0,291666666666667;66,29988336;33,6211667;0,107859948164228
"Chup2";66,3;33,6211;1,791;"2_5";"Bottom";"Karel";4;10;17;"Karel";"Keret";"3360";"Large";66,281723;33,580341;2,722063658416;"Karel";"Keret";"3360";66,281723;33,580341;2,722063658416;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,07768493512036;6,301;0,309;0,146;0,406;"Sheltered";111,361051191614;0,285714285714286;66,29988337;33,62116671;0,107859948164228
"Chup2";66,3;33,6211;1,791;"2_6";"Bottom";"Karel";4;12;17;"Karel";"Keret";"3360";"Large";66,281723;33,580341;2,722063658416;"Karel";"Keret";"3360";66,281723;33,580341;2,722063658416;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,07768493512036;6,301;0,309;0,146;0,406;"Sheltered";111,361051191614;0,25;66,29988338;33,62116672;0,107859948164228
"Chup2_2017";66,264834;33,045128;0,388;"Chup2-1";"Algae";"Karel";59;15;7;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;2,31746653590581;"Karel";"Pulonga";"630";66,302514;33,277289;11,1965409974573;"Karel";"Chupa";"Abandoned";66,269964;33,069534;1,23221530116891;0,034;1,043;0,281;0,193;"Sheltered";104,601266727217;0,797297297297297;66,264834;33,045128;0,193294102006632
"Chup2_2017";66,264834;33,045128;0,388;"Chup2-2";"Bottom";"Karel";2;3;7;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;2,31746653590581;"Karel";"Pulonga";"630";66,302514;33,277289;11,1965409974573;"Karel";"Chupa";"Abandoned";66,269964;33,069534;1,23221530116891;0,034;1,043;0,281;0,193;"Sheltered";104,601266727217;0,4;66,26483401;33,04512801;0,193294102006632
"Chup2_2017";66,264834;33,045128;0,388;"Chup2-3";"Algae";"Karel";74;65;7;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;2,31746653590581;"Karel";"Pulonga";"630";66,302514;33,277289;11,1965409974573;"Karel";"Chupa";"Abandoned";66,269964;33,069534;1,23221530116891;0,034;1,043;0,281;0,193;"Sheltered";104,601266727217;0,532374100719424;66,26483402;33,04512802;0,193294102006632
"Chup2_2017";66,264834;33,045128;0,388;"Chup2-4";"Bottom";"Karel";4;2;7;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;2,31746653590581;"Karel";"Pulonga";"630";66,302514;33,277289;11,1965409974573;"Karel";"Chupa";"Abandoned";66,269964;33,069534;1,23221530116891;0,034;1,043;0,281;0,193;"Sheltered";104,601266727217;0,666666666666667;66,26483403;33,04512803;0,193294102006632
"Chup2_2017";66,264834;33,045128;0,388;"Chup2-5";"Algae";"Karel";42;48;7;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;2,31746653590581;"Karel";"Pulonga";"630";66,302514;33,277289;11,1965409974573;"Karel";"Chupa";"Abandoned";66,269964;33,069534;1,23221530116891;0,034;1,043;0,281;0,193;"Sheltered";104,601266727217;0,466666666666667;66,26483404;33,04512804;0,193294102006632
"Chup2_2017";66,264834;33,045128;0,388;"Chup2-6";"Bottom";"Karel";6;0;7;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;2,31746653590581;"Karel";"Pulonga";"630";66,302514;33,277289;11,1965409974573;"Karel";"Chupa";"Abandoned";66,269964;33,069534;1,23221530116891;0,034;1,043;0,281;0,193;"Sheltered";104,601266727217;1;66,26483405;33,04512805;0,193294102006632
"Chup3";66,28939;33,681;0,747;"3_1";"Algae";"Karel";3;24;12;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"3360";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,89856735575065;1,59;0,274;0,105;1,018;"Sheltered";113,731620117899;0,111111111111111;66,28936667;33,6814;0,0625131118160746
"Chup3";66,28939;33,681;0,747;"3_2";"Algae";"Karel";10;13;12;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"3360";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,89856735575065;1,59;0,274;0,105;1,018;"Sheltered";113,731620117899;0,434782608695652;66,28936668;33,68140001;0,0625131118160746
"Chup3";66,28939;33,681;0,747;"3_3";"Algae";"Karel";14;20;12;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"3360";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,89856735575065;1,59;0,274;0,105;1,018;"Sheltered";113,731620117899;0,411764705882353;66,28936669;33,68140002;0,0625131118160746
"Chup3";66,28939;33,681;0,747;"3_4";"Bottom";"Karel";9;66;12;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"3360";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,89856735575065;1,59;0,274;0,105;1,018;"Sheltered";113,731620117899;0,12;66,2893667;33,68140003;0,0625131118160746
"Chup3";66,28939;33,681;0,747;"3_5";"Bottom";"Karel";2;28;12;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"3360";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,89856735575065;1,59;0,274;0,105;1,018;"Sheltered";113,731620117899;0,0666666666666667;66,28936671;33,68140004;0,0625131118160746
"Chup3";66,28939;33,681;0,747;"3_6";"Bottom";"Karel";2;34;12;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"3360";66,281723;33,580341;4,59860940098301;"Karel";"Keret";"Abandoned";66,294178;33,640656;1,89856735575065;1,59;0,274;0,105;1,018;"Sheltered";113,731620117899;0,0555555555555556;66,28936672;33,68140005;0,0625131118160746
"Chup3_2017";66,31198333;33,33775;1,146;"Chup3-1";"Algae";"Karel";15;115;15;"Karel";"Pulonga";"630";"Large";66,302514;33,277289;2,89944466855749;"Karel";"Pulonga";"630";66,302514;33,277289;2,89944466855749;"Karel";"Chupa";"Abandoned";66,269964;33,069534;12,8701506287841;0,038;2,454;1,894;0,199;"Sheltered";104,354821234953;0,115384615384615;66,31198333;33,33775;1,81887997421519
"Chup3_2017";66,31198333;33,33775;1,146;"Chup3-2";"Bottom";"Karel";8;278;15;"Karel";"Pulonga";"630";"Large";66,302514;33,277289;2,89944466855749;"Karel";"Pulonga";"630";66,302514;33,277289;2,89944466855749;"Karel";"Chupa";"Abandoned";66,269964;33,069534;12,8701506287841;0,038;2,454;1,894;0,199;"Sheltered";104,354821234953;0,027972027972028;66,31198334;33,33775001;1,81887997421519
"Chup3_2017";66,31198333;33,33775;1,146;"Chup3-3";"Algae";"Karel";13;49;15;"Karel";"Pulonga";"630";"Large";66,302514;33,277289;2,89944466855749;"Karel";"Pulonga";"630";66,302514;33,277289;2,89944466855749;"Karel";"Chupa";"Abandoned";66,269964;33,069534;12,8701506287841;0,038;2,454;1,894;0,199;"Sheltered";104,354821234953;0,209677419354839;66,31198335;33,33775002;1,81887997421519
"Chup3_2017";66,31198333;33,33775;1,146;"Chup3-4";"Bottom";"Karel";9;99;15;"Karel";"Pulonga";"630";"Large";66,302514;33,277289;2,89944466855749;"Karel";"Pulonga";"630";66,302514;33,277289;2,89944466855749;"Karel";"Chupa";"Abandoned";66,269964;33,069534;12,8701506287841;0,038;2,454;1,894;0,199;"Sheltered";104,354821234953;0,0833333333333333;66,31198336;33,33775003;1,81887997421519
"Chup3_2017";66,31198333;33,33775;1,146;"Chup3-5";"Algae";"Karel";3;146;15;"Karel";"Pulonga";"630";"Large";66,302514;33,277289;2,89944466855749;"Karel";"Pulonga";"630";66,302514;33,277289;2,89944466855749;"Karel";"Chupa";"Abandoned";66,269964;33,069534;12,8701506287841;0,038;2,454;1,894;0,199;"Sheltered";104,354821234953;0,0201342281879195;66,31198337;33,33775004;1,81887997421519
"Chup3_2017";66,31198333;33,33775;1,146;"Chup3-6";"Bottom";"Karel";10;43;15;"Karel";"Pulonga";"630";"Large";66,302514;33,277289;2,89944466855749;"Karel";"Pulonga";"630";66,302514;33,277289;2,89944466855749;"Karel";"Chupa";"Abandoned";66,269964;33,069534;12,8701506287841;0,038;2,454;1,894;0,199;"Sheltered";104,354821234953;0,188679245283019;66,31198338;33,33775005;1,81887997421519
"Chup4";66,32066667;33,6063;3,613;"4_1";"Algae";"Karel";46;29;20;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"3360";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"Abandoned";66,294178;33,640656;3,3214248377216;1,771;7,565;1,538;3,579;"Sheltered";109,028806685307;0,613333333333333;66,32066667;33,6063;0,763919515681265
"Chup4";66,32066667;33,6063;3,613;"4_2";"Algae";"Karel";23;11;20;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"3360";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"Abandoned";66,294178;33,640656;3,3214248377216;1,771;7,565;1,538;3,579;"Sheltered";109,028806685307;0,676470588235294;66,32066668;33,60630001;0,763919515681265
"Chup4";66,32066667;33,6063;3,613;"4_3";"Algae";"Karel";32;14;20;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"3360";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"Abandoned";66,294178;33,640656;3,3214248377216;1,771;7,565;1,538;3,579;"Sheltered";109,028806685307;0,695652173913043;66,32066669;33,60630002;0,763919515681265
"Chup4";66,32066667;33,6063;3,613;"4_4";"Bottom";"Karel";19;99;20;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"3360";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"Abandoned";66,294178;33,640656;3,3214248377216;1,771;7,565;1,538;3,579;"Sheltered";109,028806685307;0,161016949152542;66,3206667;33,60630003;0,763919515681265
"Chup4";66,32066667;33,6063;3,613;"4_5";"Bottom";"Karel";28;52;20;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"3360";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"Abandoned";66,294178;33,640656;3,3214248377216;1,771;7,565;1,538;3,579;"Sheltered";109,028806685307;0,35;66,32066671;33,60630004;0,763919515681265
"Chup4";66,32066667;33,6063;3,613;"4_6";"Bottom";"Karel";10;58;20;"Karel";"Keret";"3360";"Large";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"3360";66,281723;33,580341;4,48306002385219;"Karel";"Keret";"Abandoned";66,294178;33,640656;3,3214248377216;1,771;7,565;1,538;3,579;"Sheltered";109,028806685307;0,147058823529412;66,32066672;33,60630005;0,763919515681265
"Chup4_2017";66,275409;33,089584;0,636;"Chup4-1";"Algae";"Karel";13;50;12;"Karel";"Plavezhma";"NA";"Small";66,254168;33,000653;4,62831237663915;"Karel";"Pulonga";"630";66,302514;33,277289;8,91781505182244;"Karel";"Chupa";"Abandoned";66,269964;33,069534;1,08229560830327;0,002;0,444;1,821;0,277;"Sheltered";104,085845829778;0,206349206349206;66,275409;33,089584;0,343219252404236
